chr1	27228156	27402615	chr1	AUGUSTUS	gene	27213391	27295354	.	-	.	ID=g885
chr1	27228156	27402615	chr1	AUGUSTUS	mRNA	27213391	27295354	0.94	-	.	ID=g885.t1;Parent=g885;em_target=48698.ENSPFOP00000007470;em_score=846.0;em_evalue=1.4e-311;em_tcov=100.0;em_OGs=KOG1028@1|root,KOG1028@2759|Eukaryota,38CK1@33154|Opisthokonta,3BEZY@33208|Metazoa,3CVED@33213|Bilateria,481ZE@7711|Chordata,48XNQ@7742|Vertebrata;em_COG_cat=TU;em_desc=Synaptotagmin;em_max_annot_lvl=33208|Metazoa;em_Preferred_name=SYT6;em_KEGG_ko=ko:K19906,ko:K19909,ko:K19910;em_BRITE=ko00000,ko04131;em_PFAMs=C2;em_GOs=GO:0000003,GO:0000149,GO:0001505,GO:0001786,GO:0003674,GO:0005488,GO:0005509,GO:0005515,GO:0005543,GO:0005544,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005829,GO:0005886,GO:0006810,GO:0006836,GO:0006887,GO:0006906,GO:0006996,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0007338,GO:0007340,GO:0008150,GO:0008289,GO:0009566,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016043,GO:0016050,GO:0016079,GO:0016192,GO:0017156,GO:0017157,GO:0017158,GO:0019898,GO:0019905,GO:0019953,GO:0022414,GO:0023052,GO:0023061,GO:0030276,GO:0031224,GO:0032879,GO:0032940,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045055,GO:0046872,GO:0046903,GO:0046907,GO:0046982,GO:0046983,GO:0048284,GO:0048306,GO:0048471,GO:0048489,GO:0048791,GO:0050789,GO:0050794,GO:0051046,GO:0051049,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0051704,GO:0060478,GO:0060627,GO:0061024,GO:0061025,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:0072341,GO:0090174,GO:0097038,GO:0097479,GO:0097480,GO:0098916,GO:0099003,GO:0099504,GO:0099536,GO:0099537,GO:0099643,GO:1903305,GO:1903530
chr1	27228156	27402615	chr1	AUGUSTUS	intron	27217105	27228232	1.0	-	.	ID=g885.t1.intron4;Parent=g885.t1
chr1	27228156	27402615	chr1	AUGUSTUS	exon	27228233	27228794	.	-	.	ID=g885.t1.exon5;Parent=g885.t1
chr1	27228156	27402615	chr1	AUGUSTUS	CDS	27228233	27228794	1.0	-	1	ID=g885.t1.CDS5;Parent=g885.t1
chr1	27228156	27402615	chr1	AUGUSTUS	intron	27228795	27231747	1.0	-	.	ID=g885.t1.intron5;Parent=g885.t1
chr1	27228156	27402615	chr1	AUGUSTUS	exon	27231748	27232138	.	-	.	ID=g885.t1.exon6;Parent=g885.t1
chr1	27228156	27402615	chr1	AUGUSTUS	CDS	27231748	27232138	1.0	-	2	ID=g885.t1.CDS6;Parent=g885.t1
chr1	27228156	27402615	chr1	AUGUSTUS	intron	27232139	27295197	1.0	-	.	ID=g885.t1.intron6;Parent=g885.t1
chr1	27228156	27402615	chr1	AUGUSTUS	exon	27295198	27295354	.	-	.	ID=g885.t1.exon7;Parent=g885.t1
chr1	27228156	27402615	chr1	AUGUSTUS	CDS	27295198	27295354	0.94	-	0	ID=g885.t1.CDS7;Parent=g885.t1
chr1	27228156	27402615	chr1	AUGUSTUS	start_codon	27295352	27295354	.	-	0	ID=g885.t1.start1;Parent=g885.t1
chr1	27228156	27402615	chr1	AUGUSTUS	start_codon	27340166	27340168	.	+	0	ID=g886.t1.start1;Parent=g886.t1
chr1	27228156	27402615	chr1	AUGUSTUS	exon	27340166	27341192	.	+	.	ID=g886.t1.exon1;Parent=g886.t1
chr1	27228156	27402615	chr1	AUGUSTUS	CDS	27340166	27341192	1.0	+	0	ID=g886.t1.CDS1;Parent=g886.t1
chr1	27228156	27402615	chr1	AUGUSTUS	gene	27340166	27345848	.	+	.	ID=g886
chr1	27228156	27402615	chr1	AUGUSTUS	mRNA	27340166	27345848	1.0	+	.	ID=g886.t1;Parent=g886;em_target=48698.ENSPFOP00000007317;em_score=1182.0;em_evalue=0.0;em_tcov=100.0;em_OGs=KOG4441@1|root,KOG4441@2759|Eukaryota,39BQX@33154|Opisthokonta,3BC88@33208|Metazoa,3CUZT@33213|Bilateria,48ADZ@7711|Chordata,490YV@7742|Vertebrata,49TU2@7898|Actinopterygii;em_COG_cat=T;em_desc=Kelch-like;em_max_annot_lvl=33208|Metazoa;em_Preferred_name=KLHL21;em_KEGG_ko=ko:K10458;em_BRITE=ko00000,ko04121;em_PFAMs=BACK,BTB,Kelch_1,Kelch_6;em_GOs=GO:0000151,GO:0000922,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005819,GO:0005827,GO:0005829,GO:0005856,GO:0005874,GO:0005876,GO:0006464,GO:0006807,GO:0008104,GO:0008150,GO:0008152,GO:0009987,GO:0010564,GO:0015630,GO:0016567,GO:0019538,GO:0031461,GO:0031463,GO:0031503,GO:0032446,GO:0032465,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0034629,GO:0035853,GO:0036211,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043412,GO:0043687,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044380,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0050789,GO:0050794,GO:0051179,GO:0051302,GO:0051641,GO:0051726,GO:0065007,GO:0070647,GO:0070727,GO:0071704,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:1901564,GO:1902494,GO:1990234
chr1	27228156	27402615	chr1	AUGUSTUS	intron	27341193	27343927	1.0	+	.	ID=g886.t1.intron1;Parent=g886.t1
chr1	27228156	27402615	chr1	AUGUSTUS	exon	27343928	27344333	.	+	.	ID=g886.t1.exon2;Parent=g886.t1
chr1	27228156	27402615	chr1	AUGUSTUS	CDS	27343928	27344333	1.0	+	2	ID=g886.t1.CDS2;Parent=g886.t1
chr1	27228156	27402615	chr1	AUGUSTUS	intron	27344334	27345183	1.0	+	.	ID=g886.t1.intron2;Parent=g886.t1
chr1	27228156	27402615	chr1	AUGUSTUS	exon	27345184	27345256	.	+	.	ID=g886.t1.exon3;Parent=g886.t1
chr1	27228156	27402615	chr1	AUGUSTUS	CDS	27345184	27345256	1.0	+	1	ID=g886.t1.CDS3;Parent=g886.t1
chr1	27228156	27402615	chr1	AUGUSTUS	intron	27345257	27345518	1.0	+	.	ID=g886.t1.intron3;Parent=g886.t1
chr1	27228156	27402615	chr1	AUGUSTUS	exon	27345519	27345848	.	+	.	ID=g886.t1.exon4;Parent=g886.t1
chr1	27228156	27402615	chr1	AUGUSTUS	CDS	27345519	27345848	1.0	+	0	ID=g886.t1.CDS4;Parent=g886.t1
chr1	27228156	27402615	chr1	AUGUSTUS	stop_codon	27345846	27345848	.	+	0	ID=g886.t1.stop1;Parent=g886.t1
chr1	27228156	27402615	chr1	AUGUSTUS	stop_codon	27349096	27349098	.	-	0	ID=g887.t1.stop1;Parent=g887.t1
chr1	27228156	27402615	chr1	gmst	stop_codon	27349096	27349098	268.632885	-	0	ID=g887.t2.stop1;Parent=g887.t2
chr1	27228156	27402615	chr1	AUGUSTUS	exon	27349096	27349449	.	-	.	ID=g887.t1.exon1;Parent=g887.t1
chr1	27228156	27402615	chr1	AUGUSTUS	CDS	27349096	27349449	1.0	-	0	ID=g887.t1.CDS1;Parent=g887.t1
chr1	27228156	27402615	chr1	gmst	CDS	27349096	27349449	268.632885	-	0	ID=g887.t2.CDS1;Parent=g887.t2
chr1	27228156	27402615	chr1	gmst	exon	27349096	27349449	268.632885	-	0	ID=g887.t2.exon1;Parent=g887.t2
chr1	27228156	27402615	chr1	AUGUSTUS	gene	27349096	27354538	.	-	.	ID=g887
chr1	27228156	27402615	chr1	gmst	mRNA	27349096	27354538	.	-	.	ID=g887.t2;Parent=g887;em_target=48698.ENSPFOP00000007298;em_score=766.0;em_evalue=1.29e-272;em_tcov=100.0;em_OGs=KOG1721@1|root,KOG1721@2759|Eukaryota,38FFA@33154|Opisthokonta,3BHGB@33208|Metazoa,3CYM5@33213|Bilateria,486FC@7711|Chordata,48WD5@7742|Vertebrata,49WHE@7898|Actinopterygii;em_COG_cat=K;em_desc=zinc finger and BTB;em_max_annot_lvl=33208|Metazoa;em_Preferred_name=ZBTB48;em_KEGG_ko=ko:K10519;em_BRITE=ko00000,ko04121;em_PFAMs=BTB,zf-C2H2;em_GOs=GO:0000723,GO:0000781,GO:0000981,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003691,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006355,GO:0006357,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010833,GO:0016043,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032200,GO:0034641,GO:0042162,GO:0042592,GO:0042802,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045893,GO:0045935,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051276,GO:0060249,GO:0060255,GO:0065007,GO:0065008,GO:0070013,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0098687,GO:0140110,GO:1901360,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141
