chrom	start	end	pop	theta_pi	theta_w	nsites	D	D_dmin	Dprime	theta_H	H	H_hmin	Hprime	E	E_Emin	Eprime
chr10	5870848	5885782	Plat	5.713846	5.765262	183	-0.032959	-0.012624	-0.012624	5.760000	-0.025477	-0.003468	-0.003468	-0.001540	-0.001019	-0.001019
chr10	5870848	5885782	Pmex	5.624940	5.637392	183	-0.008666	-0.003434	-0.003434	5.433437	0.110072	0.014744	0.019674	-0.058251	-0.042125	-0.042125
chr10	15873067	15886332	Plat	2.606154	2.882631	86	-0.330498	-0.135763	-0.135763	3.080000	-0.468490	-0.077000	-0.077000	0.110301	0.075834	0.047936
chr10	15873067	15886332	Pmex	3.847368	4.509914	86	-0.567421	-0.227686	-0.227686	5.842105	-1.389247	-0.160866	-0.160866	0.470925	0.353079	0.140377
chr10	17686928	17690420	Plat	0.704615	0.786172	14	-0.274449	-0.146843	-0.146843	1.320000	-1.555919	-0.222222	-0.222222	0.901686	0.801336	0.241133
chr10	17686928	17690420	Pmex	0.494737	0.563739	14	-0.328248	-0.189703	-0.189703	1.263158	-2.426836	-0.426901	-0.426901	1.523756	1.525529	0.486972
chr10	17690608	17701238	Plat	2.652308	3.144689	89	-0.545508	-0.221632	-0.221632	1.360000	1.191040	0.212658	0.216830	-0.921083	-0.622996	-0.622996
chr10	17690608	17701238	Pmex	3.905263	4.509914	89	-0.517838	-0.207790	-0.207790	6.526316	-1.825448	-0.252024	-0.252024	0.712790	0.519914	0.269209
chr10	17702249	17704032	Plat	0.710769	1.048230	18	-0.919014	-0.455697	-0.455697	1.360000	-1.356689	-0.241143	-0.241143	0.418698	0.335877	0.159737
chr10	17702249	17704032	Pmex	1.189474	0.845609	18	1.217192	0.630241	0.468903	0.947368	0.591989	0.089669	0.170370	0.160768	0.147968	0.047234
chr10	17704363	17705092	Plat	0.153846	0.524115	7	-1.650527	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr10	17704363	17705092	Pmex	0.505263	0.281870	7	1.684534	1.228317	0.913876	0.421053	0.399170	0.093567	0.177778	0.501113	0.607155	0.193813
chr10	17705505	17705590	Plat	0.483077	0.524115	6	-0.182932	-0.110833	-0.110833	0.280000	0.662109	0.110000	0.211538	-0.559879	-0.549666	-0.549666
chr10	17705687	17705808	Plat	0.230769	0.786172	6	-1.869004	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr10	17705910	17706291	Pmex	0.526316	0.281870	1	1.843284	1.344074	1.000000	0.526316	0.000000	0.000000	0.000000	0.880102	1.066342	0.340392
chr10	17706402	17707105	Plat	0.295385	0.524115	10	-1.019598	-0.617741	-0.617741	0.160000	0.441406	0.073333	0.141026	-0.835099	-0.819866	-0.819866
chr10	17707246	17708487	Plat	0.547692	0.786172	13	-0.802516	-0.429382	-0.429382	1.080000	-1.345870	-0.300870	-0.300870	0.496303	0.416085	0.242067
chr10	17707246	17708487	Pmex	0.957895	0.563739	13	1.875020	1.083621	0.806221	1.052632	-0.299199	-0.052632	-0.052632	1.065102	1.066342	0.340392
chr10	17708561	17708893	Pmex	0.505263	0.281870	2	1.684534	1.228317	0.913876	0.421053	0.399170	0.093567	0.177778	0.501113	0.607155	0.193813
chr10	17709002	17712004	Plat	2.510769	2.096459	64	0.649901	0.279736	0.200776	2.800000	-0.366901	-0.039167	-0.039167	0.523533	0.396036	0.119173
chr10	17709002	17712004	Pmex	4.642105	4.228044	64	0.376333	0.151779	0.112925	5.736842	-0.805206	-0.128793	-0.128793	0.567065	0.407593	0.261402
chr11	217130	227570	Plat	0.224615	0.524115	26	-1.335063	-0.808871	-0.808871	0.080000	0.471502	0.170909	0.144615	-1.018580	-0.917375	-0.917375
chr11	217130	227570	Pmex	0.457895	0.563739	26	-0.503508	-0.290990	-0.290990	1.000000	-1.712083	-0.301170	-0.301170	0.950439	0.951545	0.303748
chr11	228572	230329	Plat	0.076923	0.262057	6	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr11	231008	232953	Pmex	0.336842	0.281870	1	0.414529	0.302263	0.224886	0.210526	0.598756	0.140351	0.266667	-0.256864	-0.311219	-0.311219
chr11	233566	234173	Pmex	0.100000	0.281870	7	-1.371416	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr11	234601	236486	Plat	0.076923	0.262057	4	-1.280912	-1.000000	-1.000000	1.000000	-4.507956	-1.000000	-1.000000	2.726143	3.323207	1.000000
chr11	236600	237156	Plat	0.076923	0.262057	2	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
