chrom	start	end	pop	theta_pi	theta_w	nsites	D	D_dmin	Dprime	theta_H	H	H_hmin	Hprime	E	E_Emin	Eprime
chr10	1719669	1732942	Plat	1.772308	1.834402	52	-0.108804	-0.047914	-0.047914	2.280000	-0.712310	-0.206250	-0.206250	0.372930	0.259915	0.382292
chr10	1719669	1732942	Pmex	1.594737	1.409348	52	0.439290	0.203870	0.151681	1.000000	1.027563	0.132164	0.251111	-0.420039	-0.357138	-0.357138
chr10	1733097	1807345	Plat	9.753846	9.958180	396	-0.078350	-0.029045	-0.029045	10.520000	-0.258656	-0.038161	-0.038161	0.097202	0.062161	0.043078
chr10	1733097	1807345	Pmex	7.994737	8.737958	396	-0.341446	-0.131825	-0.131825	6.526316	0.571185	0.070259	0.097552	-0.413419	-0.295880	-0.295880
chr10	1807533	1825261	Plat	0.747692	1.310287	59	-1.290994	-0.607769	-0.607769	0.320000	0.765954	0.264762	0.169719	-1.105811	-0.804924	-0.804924
chr10	1807533	1825261	Pmex	2.226316	1.973087	59	0.453020	0.198909	0.147990	1.421053	1.088083	0.127820	0.242857	-0.420378	-0.344018	-0.344018
chr10	6147638	6147991	Plat	0.076923	0.262057	3	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr10	6147638	6147991	Pmex	0.100000	0.281870	3	-1.371416	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr10	6148142	6149369	Plat	0.446154	0.524115	9	-0.347522	-0.210552	-0.210552	0.800000	-1.153674	-0.418182	-0.418182	0.632744	0.569876	0.579731
chr10	6148142	6149369	Pmex	0.100000	0.281870	9	-1.371416	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr10	6150674	6152029	Plat	0.446154	0.524115	10	-0.347522	-0.210552	-0.210552	0.800000	-1.153674	-0.418182	-0.418182	0.632744	0.569876	0.579731
chr10	6150674	6152029	Pmex	0.268421	0.281870	10	-0.101411	-0.073946	-0.073946	0.894737	-2.968831	-0.695906	-0.695906	2.206561	2.673497	0.853421
