chrom	start	end	pop	theta_pi	theta_w	nsites	D	D_dmin	Dprime	theta_H	H	H_hmin	Hprime	E	E_Emin	Eprime
chr10	1112955	1114947	Plat	0.369231	0.262057	8	0.741514	0.578895	0.415493	0.240000	0.631114	0.140000	0.269231	-0.081485	-0.099332	-0.099332
chr10	7275679	7283251	Plat	5.033846	5.241148	80	-0.145086	-0.055987	-0.055987	5.440000	-0.243627	-0.028085	-0.028085	0.063710	0.043218	0.018483
chr10	7275679	7283251	Pmex	5.700000	4.791783	80	0.735393	0.293752	0.218553	7.473684	-1.173087	-0.124034	-0.124034	0.894854	0.679018	0.239280
chr10	7283412	7285196	Plat	0.673846	0.786172	25	-0.377992	-0.202242	-0.202242	0.520000	0.388980	0.200000	0.101215	-0.449590	-0.356717	-0.356717
chr10	7283412	7285196	Pmex	0.794737	0.845609	25	-0.180074	-0.093239	-0.093239	2.368421	-3.847928	-0.582846	-0.582846	2.405858	2.214310	0.706841
chr10	7285392	7287802	Plat	0.593846	0.524115	10	0.310838	0.188327	0.135168	0.480000	0.371182	0.134545	0.113846	-0.101177	-0.091125	-0.091125
chr10	7285392	7287802	Pmex	0.442105	0.281870	10	1.208282	0.881047	0.655505	0.315789	0.598756	0.140351	0.266667	0.122125	0.147968	0.047234
chr10	7287964	7289438	Plat	0.323077	0.262057	3	0.422184	0.329596	0.236562	0.200000	0.601061	0.133333	0.256410	-0.229255	-0.279466	-0.279466
chr10	9819688	9825740	Plat	3.089231	3.406746	62	-0.327816	-0.131927	-0.131927	3.160000	-0.061095	-0.007863	-0.007863	-0.118302	-0.082064	-0.082064
chr10	9819688	9825740	Pmex	2.184211	2.536827	62	-0.507436	-0.215427	-0.215427	4.000000	-2.023278	-0.297670	-0.297670	0.886401	0.674769	0.327833
chr10	9827001	9827713	Plat	0.212308	0.262057	5	-0.344209	-0.268722	-0.268722	0.120000	0.450796	0.100000	0.192308	-0.524795	-0.639733	-0.639733
chr10	9827001	9827713	Pmex	0.100000	0.281870	5	-1.371416	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr10	9827830	9853356	Plat	9.624872	11.268467	238	-0.559968	-0.206628	-0.206628	9.520000	0.031582	0.004248	0.004937	-0.268247	-0.172289	-0.172289
chr10	9827830	9853356	Pmex	6.436842	7.610480	238	-0.615178	-0.239007	-0.239007	9.052632	-1.152758	-0.170967	-0.170967	0.308309	0.216438	0.138808
chr10	9854776	9855062	Pmex	0.189474	0.281870	1	-0.696726	-0.508034	-0.508034	0.105263	0.399170	0.093567	0.177778	-0.635852	-0.770406	-0.770406
chr10	9855412	9856503	Plat	1.329231	1.310287	23	0.043471	0.020465	0.014688	1.200000	0.231439	0.049412	0.052109	-0.123153	-0.092656	-0.092656
chr10	9855412	9856503	Pmex	0.731579	0.845609	23	-0.403636	-0.208996	-0.208996	0.421053	0.759290	0.182663	0.210714	-0.670747	-0.573457	-0.573457
chr10	9866868	9868916	Plat	2.412308	1.834402	20	1.012637	0.445936	0.320063	2.400000	0.017268	0.001905	0.003663	0.473360	0.363869	0.109493
chr10	9866868	9868916	Pmex	1.031579	0.845609	20	0.658286	0.340849	0.253594	0.947368	0.205909	0.031189	0.059259	0.160768	0.147968	0.047234
chr10	9870405	9878080	Plat	1.849231	2.882631	58	-1.235317	-0.507445	-0.507445	4.400000	-2.521938	-0.356559	-0.356559	0.847991	0.592114	0.296513
chr10	9870405	9878080	Pmex	0.389474	0.845609	58	-1.614600	-0.836011	-0.836011	0.947368	-1.364148	-0.796992	-0.796992	0.160768	0.128326	0.659102
chr10	9878265	9879167	Plat	0.076923	0.262057	10	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr10	9878265	9879167	Pmex	0.578947	1.127478	10	-1.554925	-0.754017	-0.754017	1.105263	-1.062235	-0.328947	-0.328947	-0.027619	-0.021732	-0.021732
chr10	9879266	9879492	Plat	0.076923	0.262057	11	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr10	9879266	9879492	Pmex	0.773684	0.845609	11	-0.254594	-0.131825	-0.131825	0.421053	0.862245	0.207430	0.239286	-0.670747	-0.573457	-0.573457
chr10	9879575	9881264	Plat	2.812308	1.834402	25	1.713538	0.754592	0.541597	2.480000	0.466239	0.051429	0.098901	0.540313	0.415336	0.124980
chr10	9879575	9881264	Pmex	0.984211	0.845609	25	0.490614	0.254031	0.189001	0.631579	0.862245	0.207430	0.239286	-0.338141	-0.289095	-0.289095
chr10	9881585	9881842	Plat	0.076923	0.262057	3	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr10	9881585	9881842	Pmex	0.189474	0.281870	3	-0.696726	-0.508034	-0.508034	0.105263	0.399170	0.093567	0.177778	-0.635852	-0.770406	-0.770406
chr10	9882016	9883045	Plat	0.520000	0.262057	7	1.784660	1.393273	1.000000	0.520000	0.000000	0.000000	0.000000	0.952904	1.161603	0.349543
chr10	9882016	9883045	Pmex	0.394737	0.281870	7	0.851093	0.620594	0.461726	NA	NA	NA	NA	NA	NA	NA
chr10	9885066	9890781	Plat	3.412308	3.668803	70	-0.247948	-0.098961	-0.098961	3.600000	-0.152415	-0.018915	-0.018915	-0.030801	-0.021309	-0.021309
chr10	9885066	9890781	Pmex	4.731579	6.764871	70	-1.191794	-0.465831	-0.465831	10.052632	-2.605076	-0.302333	-0.302333	0.787761	0.575564	0.248412
chr10	9890911	9894261	Plat	1.993846	1.572344	37	0.837119	0.379456	0.272349	1.840000	0.241810	0.027778	0.053419	0.256010	0.200891	0.060451
chr10	9890911	9894261	Pmex	1.989474	2.536827	37	-0.787675	-0.334399	-0.334399	3.421053	-1.595164	-0.201631	-0.201631	0.535670	0.417921	0.161852
chr10	9895000	9897705	Plat	0.076923	0.262057	4	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr10	9895000	9897705	Pmex	0.336842	0.281870	4	0.414529	0.302263	0.224886	NA	NA	NA	NA	NA	NA	NA
chr10	9899256	9899651	Plat	0.076923	0.262057	10	-1.280912	-1.000000	-1.000000	1.000000	-4.507956	-1.000000	-1.000000	2.726143	3.323207	1.000000
chr10	9899256	9899651	Pmex	0.863158	0.563739	10	1.424352	0.823168	0.612443	0.736842	0.398932	0.070175	0.133333	0.377122	0.377561	0.120523
chr10	9899758	9899965	Pmex	0.521053	0.281870	4	1.803597	1.315135	0.978469	0.578947	-0.274430	-0.064327	-0.064327	1.069596	1.295936	0.413682
chr10	9901366	9901480	Plat	0.212308	0.262057	2	-0.344209	-0.268722	-0.268722	0.120000	0.450796	0.100000	0.192308	-0.524795	-0.639733	-0.639733
chr10	9901617	9902283	Pmex	0.857895	0.563739	5	1.399314	0.808699	0.601677	0.684211	0.548531	0.096491	0.183333	0.262459	0.262765	0.083878
chr10	9904273	9904497	Plat	0.076923	0.262057	7	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr10	9904273	9904497	Pmex	0.268421	0.281870	7	-0.101411	-0.073946	-0.073946	0.157895	0.523911	0.122807	0.233333	-0.446358	-0.540813	-0.540813
chr10	9904591	9904685	Pmex	0.268421	0.281870	1	-0.101411	-0.073946	-0.073946	0.157895	0.523911	0.122807	0.233333	-0.446358	-0.540813	-0.540813
chr10	9904880	9905784	Plat	0.547692	0.524115	10	0.105100	0.063677	0.045703	0.360000	0.611949	0.221818	0.187692	-0.376398	-0.339000	-0.339000
chr10	9906552	9907618	Plat	0.323077	0.262057	2	0.422184	0.329596	0.236562	0.200000	0.601061	0.133333	0.256410	-0.229255	-0.279466	-0.279466
chr10	9906552	9907618	Pmex	0.505263	0.281870	2	1.684534	1.228317	0.913876	0.421053	0.399170	0.093567	0.177778	0.501113	0.607155	0.193813
chr10	9908011	9909793	Plat	0.520000	0.524115	5	-0.018342	-0.011113	-0.011113	0.720000	-0.652077	-0.236364	-0.236364	0.449264	0.404626	0.411623
chr10	9908011	9909793	Pmex	0.100000	0.281870	5	-1.371416	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr10	9909887	9909975	Plat	0.076923	0.262057	1	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
