chrom	start	end	pop	theta_pi	theta_w	nsites	D	D_dmin	Dprime	theta_H	H	H_hmin	Hprime	E	E_Emin	Eprime
chr10	3238669	3243282	Plat	0.446154	0.524115	28	-0.347522	-0.210552	-0.210552	0.240000	0.672141	0.243636	0.206154	-0.651619	-0.586875	-0.586875
chr10	3238669	3243282	Pmex	1.005263	0.845609	28	0.565135	0.292617	0.217709	0.684211	0.785029	0.118908	0.225926	-0.254990	-0.234688	-0.234688
chr10	3243481	3244189	Plat	0.470769	0.262057	6	1.444041	1.127354	0.809141	0.680000	-1.021803	-0.226667	-0.226667	1.543984	1.882138	0.566362
chr10	3244373	3245123	Plat	0.732308	0.786172	22	-0.181261	-0.096983	-0.096983	0.440000	0.739061	0.165217	0.197505	-0.584718	-0.490209	-0.490209
chr10	3245245	3245419	Pmex	0.189474	0.281870	2	-0.696726	-0.508034	-0.508034	0.105263	0.399170	0.093567	0.177778	-0.635852	-0.770406	-0.770406
chr10	3246071	3247143	Plat	0.270769	0.262057	16	0.060276	0.047057	0.033774	0.160000	0.540955	0.120000	0.230769	-0.377025	-0.459599	-0.459599
chr10	3246071	3247143	Pmex	0.536842	0.563739	16	-0.127951	-0.073946	-0.073946	0.315789	0.698131	0.122807	0.233333	-0.540184	-0.540813	-0.540813
chr10	3247315	3247463	Plat	0.147692	0.262057	3	-0.791272	-0.617741	-0.617741	0.080000	0.330583	0.073333	0.141026	-0.672565	-0.819866	-0.819866
chr10	3247560	3247971	Plat	0.507692	0.262057	17	1.699505	1.326793	0.952285	0.440000	0.330583	0.073333	0.141026	0.657364	0.801336	0.241133
chr10	3247560	3247971	Pmex	1.700000	1.409348	17	0.688717	0.319627	0.237804	1.421053	0.481954	0.061988	0.117778	0.012010	0.010212	0.003260
chr10	3248162	3249185	Plat	0.492308	0.262057	11	1.593062	1.243693	0.892642	0.400000	0.450796	0.100000	0.192308	0.509594	0.621203	0.186929
chr10	3248162	3249185	Pmex	0.378947	0.563739	11	-0.879065	-0.508034	-0.508034	0.210526	0.531909	0.093567	0.177778	-0.769511	-0.770406	-0.770406
chr10	3254045	3254125	Pmex	0.336842	0.281870	2	0.414529	0.302263	0.224886	0.210526	0.598756	0.140351	0.266667	-0.256864	-0.311219	-0.311219
chr10	3254330	3254933	Plat	0.147692	0.262057	3	-0.791272	-0.617741	-0.617741	0.080000	0.330583	0.073333	0.141026	-0.672565	-0.819866	-0.819866
chr10	3255055	3255410	Plat	0.147692	0.262057	4	-0.791272	-0.617741	-0.617741	0.080000	0.330583	0.073333	0.141026	-0.672565	-0.819866	-0.819866
chr10	22525514	22578070	Plat	15.794470	17.295787	357	-0.338169	-0.122933	-0.122933	14.133913	0.334281	0.039616	0.051191	-0.318953	-0.205153	-0.205153
chr10	22525514	22578070	Pmex	9.010526	11.838524	357	-0.969879	-0.370228	-0.370228	8.842105	0.049552	0.010660	0.008000	-0.416320	-0.277809	-0.277809
chr11	5526695	5541806	Plat	10.230769	14.675213	142	-1.174052	-0.428689	-0.428689	19.640000	-2.213006	-0.201516	-0.201516	0.588439	0.392933	0.136678
chr11	5526695	5541806	Pmex	4.242105	3.946175	142	0.286525	0.116226	0.086473	4.736842	-0.385563	-0.057528	-0.057528	0.317217	0.231199	0.130606
chr11	8136184	8136328	Plat	0.369231	0.262057	7	0.741514	0.578895	0.415493	0.240000	0.631114	0.140000	0.269231	-0.081485	-0.099332	-0.099332
chr11	8136692	8171022	Plat	11.190769	12.578754	258	-0.425465	-0.156191	-0.156191	15.240000	-1.100673	-0.133604	-0.133604	0.366751	0.237214	0.124234
chr11	8136692	8171022	Pmex	9.105263	9.301697	258	-0.084996	-0.032730	-0.032730	9.736842	-0.232068	-0.030511	-0.030511	0.076534	0.054132	0.029605
chr12	426355	426752	Plat	0.076923	0.262057	6	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
