chrom	start	end	pop	theta_pi	theta_w	nsites	D	D_dmin	Dprime	theta_H	H	H_hmin	Hprime	E	E_Emin	Eprime
chr10	4784145	4812157	Plat	9.738462	12.316697	306	-0.806491	-0.296304	-0.296304	9.360000	0.104918	0.011686	0.016455	-0.415930	-0.271838	-0.271838
chr10	4784145	4812157	Pmex	6.852632	9.019828	306	-0.965818	-0.372381	-0.372381	8.210526	-0.513151	-0.052632	-0.052632	-0.146676	-0.108000	-0.108000
chr10	6768061	6769457	Plat	0.735385	1.048230	15	-0.851978	-0.422457	-0.422457	0.360000	0.784436	0.221818	0.187692	-0.924270	-0.710812	-0.710812
chr10	6768061	6769457	Pmex	0.189474	0.281870	15	-0.696726	-0.508034	-0.508034	0.105263	0.399170	0.093567	0.177778	-0.635852	-0.770406	-0.770406
chr10	6769757	6785959	Plat	3.150769	3.668803	83	-0.500772	-0.199868	-0.199868	1.280000	1.519150	0.380000	0.265734	-1.069392	-0.696687	-0.696687
chr10	6769757	6785959	Pmex	3.857895	4.509914	83	-0.558406	-0.224068	-0.224068	3.526316	0.230930	0.031883	0.042568	-0.347698	-0.253613	-0.253613
chr10	17824687	17826281	Plat	0.830769	1.048230	19	-0.592215	-0.293652	-0.293652	1.920000	-2.276151	-0.295000	-0.295000	1.170760	0.981470	0.295338
chr10	17824687	17826281	Pmex	1.673684	1.127478	19	1.548333	0.750821	0.558616	1.578947	0.191202	0.026316	0.050000	0.561280	0.492358	0.157168
chr10	17826456	17834668	Plat	1.984615	2.620574	76	-0.825529	-0.343512	-0.343512	2.080000	-0.101743	-0.015309	-0.015309	-0.329412	-0.230958	-0.230958
chr10	17826456	17834668	Pmex	1.921053	1.973087	76	-0.093089	-0.040873	-0.040873	2.210526	-0.391141	-0.054618	-0.054618	0.180811	0.143269	0.058963
chr11	878319	954984	Plat	18.578462	18.344017	486	0.049870	0.018091	0.012984	18.200000	0.072036	0.008119	0.011027	-0.013711	-0.008855	-0.008855
chr11	878319	954984	Pmex	12.921053	12.402263	486	0.170085	0.064830	0.048234	18.157895	-1.475478	-0.165723	-0.165723	0.764023	0.547763	0.243906
chr11	9857796	9863528	Plat	3.692308	3.406746	69	0.294826	0.118651	0.085160	3.160000	0.459539	0.066538	0.083173	-0.118302	-0.080987	-0.080987
chr11	9857796	9863528	Pmex	0.842105	1.409348	69	-1.344116	-0.623791	-0.623791	0.315789	0.909348	1.052632	0.204082	-1.122119	-0.806033	-0.806033
chr11	9864535	9865177	Pmex	0.442105	0.281870	5	1.208282	0.881047	0.655505	0.315789	0.598756	0.140351	0.266667	0.122125	0.147968	0.047234
chr11	9865401	9866427	Plat	0.470769	0.262057	12	1.444041	1.127354	0.809141	0.360000	0.540955	0.120000	0.230769	0.361824	0.441069	0.132724
chr11	9866448	9867601	Plat	0.732308	0.786172	16	-0.181261	-0.096983	-0.096983	0.840000	-0.272286	-0.060870	-0.060870	0.090920	0.076225	0.044346
chr11	9866448	9867601	Pmex	0.705263	0.845609	16	-0.496787	-0.257228	-0.257228	1.421053	-1.750228	-0.421053	-0.421053	0.909131	0.777264	0.498483
chr11	9868917	9869351	Plat	0.443077	0.262057	9	1.252443	0.977774	0.701782	0.720000	-1.352387	-0.300000	-0.300000	1.691753	2.062272	0.620567
chr11	9870504	9871307	Plat	0.147692	0.262057	4	-0.791272	-0.617741	-0.617741	0.080000	0.330583	0.073333	0.141026	-0.672565	-0.819866	-0.819866
chr11	9872462	9882797	Plat	5.326154	7.861721	141	-1.216531	-0.456528	-0.456528	4.000000	0.555416	0.070947	0.089848	-0.839761	-0.549968	-0.549968
chr11	9872462	9882797	Pmex	2.152632	1.973087	141	0.321200	0.141031	0.104928	2.473684	-0.433811	-0.074663	-0.074663	0.381208	0.292759	0.165382
chr11	9883665	9884098	Plat	0.076923	0.262057	4	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr11	9884851	9885607	Plat	0.716923	0.786172	17	-0.233032	-0.124683	-0.124683	0.720000	-0.007780	-0.001739	-0.001739	-0.111771	-0.093705	-0.093705
chr11	9884851	9885607	Pmex	0.289474	0.563739	17	-1.304697	-0.754017	-0.754017	0.105263	0.581776	0.230263	0.184211	-0.998837	-0.897024	-0.897024
chr11	9885671	9886011	Plat	0.147692	0.262057	9	-0.791272	-0.617741	-0.617741	0.080000	0.330583	0.073333	0.141026	-0.672565	-0.819866	-0.819866
chr11	9885671	9886011	Pmex	0.189474	0.281870	9	-0.696726	-0.508034	-0.508034	0.105263	0.399170	0.093567	0.177778	-0.635852	-0.770406	-0.770406
chr11	9886104	9888107	Plat	0.572308	1.048230	25	-1.296090	-0.642671	-0.642671	0.240000	0.694419	0.196364	0.166154	-1.085426	-0.834750	-0.834750
chr11	9886104	9888107	Pmex	0.842105	0.563739	25	1.324203	0.765290	0.569381	0.631579	0.664887	0.116959	0.222222	0.147796	0.147968	0.047234
chr11	9888952	9892467	Plat	2.520000	1.834402	52	1.201341	0.529036	0.379707	2.960000	-0.617335	-0.080563	-0.080563	0.942034	0.705969	0.270213
chr11	9888952	9892467	Pmex	1.547368	1.409348	52	0.327047	0.151779	0.112925	1.631579	-0.145496	-0.024060	-0.024060	0.228035	0.185374	0.085782
chr11	9892840	9894106	Plat	0.270769	0.262057	24	0.060276	0.047057	0.033774	0.160000	0.540955	0.120000	0.230769	-0.377025	-0.459599	-0.459599
chr11	9892840	9894106	Pmex	2.405263	1.973087	24	0.773152	0.339471	0.252569	2.210526	0.263131	0.045288	0.056923	0.180811	0.138859	0.078443
chr11	9894195	9894297	Plat	0.492308	0.262057	4	1.593062	1.243693	0.892642	0.400000	0.450796	0.100000	0.192308	0.509594	0.621203	0.186929
chr11	9894195	9894297	Pmex	0.863158	0.563739	4	1.424352	0.823168	0.612443	0.736842	0.398932	0.070175	0.133333	0.377122	0.377561	0.120523
chr11	9894381	9894465	Pmex	0.100000	0.281870	3	-1.371416	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr11	9894706	9896530	Plat	0.978462	0.786172	7	0.647079	0.346216	0.248491	0.920000	0.147812	0.033043	0.039501	0.226048	0.189512	0.110253
chr11	9896614	9902497	Plat	1.156923	2.096459	46	-1.473788	-0.634361	-0.634361	1.520000	-0.460578	-0.067429	-0.067429	-0.428966	-0.310515	-0.310515
chr11	9896614	9902497	Pmex	3.021053	2.536827	46	0.696832	0.295832	0.220101	2.210526	0.903144	0.158927	0.183333	-0.197675	-0.146913	-0.146913
chr11	9902736	9903975	Plat	0.270769	0.262057	10	0.060276	0.047057	0.033774	0.160000	0.540955	0.120000	0.230769	-0.377025	-0.459599	-0.459599
chr11	9904193	9907158	Plat	1.904615	1.310287	17	1.363814	0.642051	0.460822	1.880000	0.044084	0.005333	0.010256	0.636174	0.513122	0.154406
chr11	9904193	9907158	Pmex	0.442105	0.281870	17	1.208282	0.881047	0.655505	0.315789	0.598756	0.140351	0.266667	0.122125	0.147968	0.047234
chr11	11824061	11824754	Plat	0.984615	0.524115	6	2.052750	1.243693	0.892642	1.280000	-0.963067	-0.160000	-0.160000	1.733627	1.702004	0.512157
chr11	11824061	11824754	Pmex	0.442105	0.281870	6	1.208282	0.881047	0.655505	0.736842	-1.397097	-0.327485	-0.327485	1.638079	1.984716	0.633551
chr11	11824923	11830139	Plat	0.572308	1.048230	51	-1.296090	-0.642671	-0.642671	0.240000	0.694419	0.196364	0.166154	-1.085426	-0.834750	-0.834750
chr11	11824923	11830139	Pmex	9.015789	7.046740	51	1.110371	0.433068	0.322206	8.789474	0.106847	0.011606	0.018860	0.401405	0.295938	0.116545
chr11	11830187	11837916	Plat	0.640000	0.524115	25	0.516576	0.312976	0.224634	1.360000	-2.347477	-0.390000	-0.390000	1.917108	1.882138	0.566362
chr11	11830187	11837916	Pmex	1.973684	1.973087	25	0.001068	0.000469	0.000349	3.631579	-2.240172	-0.385557	-0.385557	1.262953	0.969918	0.547915
chr11	11837999	11839329	Plat	0.076923	0.262057	10	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr11	11837999	11839329	Pmex	0.336842	0.281870	10	0.414529	0.302263	0.224886	0.210526	0.598756	0.140351	0.266667	-0.256864	-0.311219	-0.311219
chr11	11839418	11839775	Pmex	0.478947	0.281870	3	1.486095	1.083621	0.806221	0.684211	-0.972978	-0.228070	-0.228070	1.448584	1.755123	0.560262
chr11	11840149	11841574	Pmex	0.100000	0.281870	2	-1.371416	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr11	11841852	11844371	Plat	2.070769	1.572344	29	0.989892	0.448706	0.322052	2.040000	0.048362	0.005556	0.010684	0.447307	0.351002	0.105622
chr11	11841852	11844371	Pmex	1.152632	0.845609	29	1.086781	0.562716	0.418664	0.789474	0.887983	0.134503	0.255556	-0.088687	-0.081626	-0.081626
chr11	16287093	16287887	Pmex	0.505263	0.281870	10	1.684534	1.228317	0.913876	0.631579	-0.598756	-0.140351	-0.140351	1.259090	1.525529	0.486972
chr11	16288014	16288123	Pmex	1.152632	0.845609	5	1.086781	0.562716	0.418664	1.052632	0.244517	0.058824	0.067857	0.327071	0.279630	0.179335
