chrom	start	end	pop	theta_pi	theta_w	nsites	D	D_dmin	Dprime	theta_H	H	H_hmin	Hprime	E	E_Emin	Eprime
chr11	5658068	5659034	Plat	0.861538	0.524115	6	1.504116	0.911294	0.654067	0.880000	-0.060192	-0.010000	-0.010000	0.816225	0.801336	0.241133
chr11	5658068	5659034	Pmex	0.900000	0.563739	6	1.599612	0.924456	0.687801	0.684211	0.681509	0.119883	0.227778	0.262459	0.262765	0.083878
chr11	5661440	5661572	Plat	0.147692	0.262057	3	-0.791272	-0.617741	-0.617741	0.960000	-3.967002	-0.880000	-0.880000	2.578373	3.143073	0.945795
chr11	5674780	5675844	Pmex	0.300000	0.845609	5	-1.931313	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr11	5688322	5688570	Plat	0.076923	0.262057	2	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr11	18774184	18774373	Pmex	0.336842	0.281870	1	0.414529	0.302263	0.224886	0.842105	-2.395023	-0.561404	-0.561404	2.017067	2.443904	0.780131
chr13	2851815	2853461	Pmex	0.336842	0.281870	4	0.414529	0.302263	0.224886	0.210526	0.598756	0.140351	0.266667	-0.256864	-0.311219	-0.311219
chr13	16687144	16687393	Plat	0.076923	0.262057	1	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr14	2120903	2122500	Plat	0.535385	0.524115	3	0.050237	0.030437	0.021846	0.320000	0.702237	0.116667	0.224359	-0.468138	-0.459599	-0.459599
chr14	2120903	2122500	Pmex	0.505263	0.281870	3	1.684534	1.228317	0.913876	0.421053	0.399170	0.093567	0.177778	0.501113	0.607155	0.193813
chr14	20814009	20814262	Plat	0.704615	0.524115	5	0.804608	0.487486	0.349885	0.760000	-0.180575	-0.030000	-0.030000	0.541004	0.531136	0.159826
chr14	20814009	20814262	Pmex	0.921053	0.563739	5	1.699760	0.982334	0.730863	0.789474	0.415554	0.073099	0.138889	0.491786	0.492358	0.157168
chr16	11387673	11387799	Pmex	0.268421	0.281870	1	-0.101411	-0.073946	-0.073946	0.157895	0.523911	0.122807	0.233333	-0.446358	-0.540813	-0.540813
chr17	634046	634447	Pmex	0.436842	0.563739	4	-0.603657	-0.348868	-0.348868	0.210526	0.714753	0.282895	0.226316	-0.769511	-0.691073	-0.691073
chr18	19642691	19642825	Plat	0.076923	0.262057	3	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr18	19643911	19643965	Plat	0.443077	0.262057	1	1.252443	0.977774	0.701782	0.320000	0.601061	0.133333	0.256410	0.214054	0.260935	0.078519
chr18	19650913	19651018	Plat	0.147692	0.262057	8	-0.791272	-0.617741	-0.617741	0.080000	0.330583	0.073333	0.141026	-0.672565	-0.819866	-0.819866
chr18	19650913	19651018	Pmex	0.657895	1.127478	8	-1.331132	-0.645495	-0.645495	1.263158	-1.221570	-0.232794	-0.232794	0.168681	0.139936	0.072458
chr18	19652353	19652643	Plat	0.590769	0.524115	7	0.297122	0.180017	0.129204	1.280000	-2.247157	-0.373333	-0.373333	1.733627	1.702004	0.512157
chr18	19656847	19656949	Pmex	0.505263	0.281870	1	1.684534	1.228317	0.913876	0.631579	-0.598756	-0.140351	-0.140351	1.259090	1.525529	0.486972
chr18	19665980	19666105	Plat	0.212308	0.262057	6	-0.344209	-0.268722	-0.268722	0.120000	0.450796	0.100000	0.192308	-0.524795	-0.639733	-0.639733
chr18	19665980	19666105	Pmex	0.557895	0.845609	6	-1.018433	-0.527327	-0.527327	1.000000	-1.081023	-0.260062	-0.260062	0.243919	0.208539	0.133743
chr18	19675667	19676103	Pmex	0.189474	0.281870	3	-0.696726	-0.508034	-0.508034	0.105263	0.399170	0.093567	0.177778	-0.635852	-0.770406	-0.770406
chr18	19677806	19678141	Plat	0.076923	0.262057	3	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr18	19677806	19678141	Pmex	0.100000	0.281870	3	-1.371416	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr18	19679223	19679425	Pmex	0.100000	0.281870	1	-1.371416	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr18	19680567	19680800	Plat	0.076923	0.262057	1	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr18	19680883	19680978	Pmex	0.478947	0.281870	1	1.486095	1.083621	0.806221	0.684211	-0.972978	-0.228070	-0.228070	1.448584	1.755123	0.560262
chr18	19687969	19688103	Pmex	0.268421	0.281870	1	-0.101411	-0.073946	-0.073946	0.894737	-2.968831	-0.695906	-0.695906	2.206561	2.673497	0.853421
chr18	19701605	19701742	Plat	0.076923	0.262057	2	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr18	19701836	19701930	Plat	0.153846	0.524115	3	-1.650527	-1.000000	-1.000000	1.000000	-2.758787	-1.000000	-1.000000	1.091446	0.983001	1.000000
chr18	19701836	19701930	Pmex	0.100000	0.281870	3	-1.371416	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr18	19703454	19703586	Pmex	0.663158	0.563739	2	0.472940	0.273324	0.203355	0.263158	1.263284	0.500000	0.400000	-0.654847	-0.588098	-0.588098
chr19	6027797	6027983	Plat	0.492308	0.262057	2	1.593062	1.243693	0.892642	0.400000	0.450796	0.100000	0.192308	0.509594	0.621203	0.186929
chr19	6030520	6030588	Pmex	0.189474	0.281870	2	-0.696726	-0.508034	-0.508034	NA	NA	NA	NA	NA	NA	NA
chr19	8781157	8781253	Plat	0.470769	0.262057	1	1.444041	1.127354	0.809141	0.360000	0.540955	0.120000	0.230769	0.361824	0.441069	0.132724
chr19	8782795	8782963	Pmex	0.478947	0.281870	2	1.486095	1.083621	0.806221	0.368421	0.523911	0.122807	0.233333	0.311619	0.377561	0.120523
chr19	8801012	8801299	Plat	0.076923	0.262057	1	-1.280912	-1.000000	-1.000000	1.000000	-4.507956	-1.000000	-1.000000	2.726143	3.323207	1.000000
chr19	11510181	11510377	Plat	0.076923	0.262057	3	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr19	11510181	11510377	Pmex	0.189474	0.281870	3	-0.696726	-0.508034	-0.508034	0.105263	0.399170	0.093567	0.177778	-0.635852	-0.770406	-0.770406
chr19	11512202	11512254	Pmex	0.100000	0.281870	1	-1.371416	-1.000000	-1.000000	1.000000	-4.266135	-1.000000	-1.000000	2.585550	3.132684	1.000000
chr19	11518757	11519121	Pmex	0.100000	0.281870	2	-1.371416	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
chr19	11520604	11520834	Plat	0.076923	0.262057	2	-1.280912	-1.000000	-1.000000	NA	NA	NA	NA	NA	NA	NA
