chr	start	end	group
chr6	10136	10138	pmex
chr6	287257	287283	pmex
chr6	930714	930716	plat
chr6	2791200	2791202	pmex
chr6	2888720	2888762	plat
chr6	3590229	3597989	plat
chr6	3689369	3689371	plat
chr6	4164577	4164579	pmex
chr6	4672432	4672434	mix
chr6	4969853	4969855	pmex
chr6	5446290	5446292	plat
chr6	5605226	5605228	pmex
chr6	5752202	5752204	pmex
chr6	5752210	5752212	pmex
chr6	6152466	6152468	pmex
chr6	7909620	7909622	pmex
chr6	8271589	8271591	pmex
chr6	8419643	8419645	pmex
chr6	9532683	9532685	plat
chr6	10182634	10182636	pmex
chr6	10320766	10320768	plat
chr6	11071704	11071706	pmex
chr6	12670271	12670273	plat
chr6	12887841	12887843	pmex
chr6	14569879	14569881	plat
chr6	15154256	15154258	pmex
chr6	15507564	15507566	plat
chr6	16635092	16635094	plat
chr6	17681100	17681102	plat
chr6	18509700	18509702	pmex
chr6	19301456	19301458	plat
chr6	20964547	20964549	pmex
chr6	21080987	21080989	pmex
chr6	21264539	21264541	pmex
chr6	22309430	22309432	plat
chr6	24693874	24693876	pmex
chr6	25360315	25360317	plat
chr6	25987852	25987854	pmex
chr6	26313043	26313045	pmex
chr6	26690034	26690036	pmex
chr6	26802394	26802396	pmex
chr6	27093616	27093618	pmex
chr6	27443122	27443124	plat
chr6	27443127	27443129	plat
chr6	27479745	27479747	pmex
chr6	28613430	28613432	pmex
chr6	28898953	28898955	plat
chr6	29039830	29039832	pmex
chr6	29525548	29525550	plat
chr6	29525556	29525558	plat
chr6	30388075	30388077	pmex
chr6	31241929	31241931	pmex
chr6	31348231	31348233	pmex
