chr	start	end	group
chr12	17577	17579	pmex
chr12	20535	20537	pmex
chr12	21655	21657	mix
chr12	21656	21658	mix
chr12	22163	32939	pmex
chr12	33091	33093	pmex
chr12	33490	74121	pmex
chr12	83745	83747	mix
chr12	83796	83798	pmex
chr12	85353	191042	pmex
chr12	199386	199388	mix
chr12	200386	200388	pmex
chr12	200642	200644	pmex
chr12	205487	209330	pmex
chr12	212719	212721	pmex
chr12	212733	212735	pmex
chr12	232300	247845	pmex
chr12	250115	250117	mix
chr12	263902	330363	pmex
chr12	353215	353217	mix
chr12	357582	417318	pmex
chr12	419104	419106	mix
chr12	435430	435432	pmex
chr12	435561	435563	pmex
chr12	438286	438288	pmex
chr12	453300	453302	pmex
chr12	497368	577264	pmex
chr12	609386	609388	mix
chr12	614586	872068	pmex
chr12	915378	915380	plat
chr12	916810	916812	pmex
chr12	925705	925707	pmex
chr12	941628	941754	pmex
chr12	960773	960775	mix
chr12	968973	968975	mix
chr12	970089	1007224	pmex
chr12	1013979	1013981	mix
chr12	1029562	1193444	pmex
chr12	1194943	1194945	mix
chr12	1194967	1404313	pmex
chr12	1405672	1405674	pmex
chr12	1406084	1874013	pmex
chr12	1875804	1875806	pmex
chr12	1878791	1878793	pmex
chr12	1895466	1895468	pmex
chr12	1903776	1903778	pmex
chr12	1906439	1906441	pmex
chr12	1911698	1911700	pmex
chr12	1917283	1917285	pmex
chr12	1936811	1936813	pmex
chr12	1945288	1945290	pmex
chr12	1946027	1946029	pmex
chr12	1952237	1952239	pmex
chr12	1952242	1952244	pmex
chr12	1956189	1969445	pmex
chr12	1975191	1975193	mix
chr12	1976472	1976474	pmex
chr12	1984014	1984016	pmex
chr12	1985042	1985044	mix
chr12	1989001	1989003	pmex
chr12	1991777	1991779	pmex
chr12	1991917	1991961	pmex
chr12	1992318	1992348	pmex
chr12	2007270	2007272	pmex
chr12	2010941	2010943	pmex
chr12	2010952	2010954	pmex
chr12	2012674	2012676	mix
chr12	2016726	2031395	pmex
chr12	2035185	2035187	pmex
chr12	2036569	2061912	pmex
chr12	2063115	2063117	mix
chr12	2064264	2064266	pmex
chr12	2064268	2064270	pmex
chr12	2065139	2065141	pmex
chr12	2069260	2082332	pmex
chr12	2083165	2083167	mix
chr12	2083844	2083846	pmex
chr12	2084266	2084268	pmex
chr12	2092807	2092809	pmex
chr12	2097359	2097361	mix
chr12	2097505	2097507	mix
chr12	2098174	2111390	pmex
chr12	2115030	2115032	pmex
chr12	2115892	2145130	pmex
chr12	2161423	2161425	pmex
chr12	2162481	2222360	pmex
chr12	2311835	2311837	pmex
chr12	2313634	2396624	pmex
chr12	2402333	2402335	mix
chr12	2416750	2494556	pmex
chr12	2498419	2498421	pmex
chr12	2498424	2498426	pmex
chr12	2498847	2498849	pmex
chr12	2501002	2504838	pmex
chr12	2505579	2505581	pmex
chr12	2505620	2505622	pmex
chr12	2510606	2529207	pmex
chr12	2530194	2530196	mix
chr12	2557624	2557626	mix
chr12	2569797	2581107	pmex
chr12	2583958	2583960	mix
chr12	2584998	2626545	pmex
chr12	2632567	2632569	pmex
chr12	2632568	2632570	pmex
chr12	2642816	2655313	pmex
chr12	2659176	2659178	mix
chr12	2660902	2660904	pmex
chr12	2684465	2684467	mix
chr12	2684487	2684489	mix
chr12	2684756	2787483	pmex
chr12	2787992	2787994	pmex
chr12	2789013	2830150	pmex
chr12	2831557	2831559	pmex
chr12	2831992	2853854	pmex
chr12	2859848	2859850	pmex
chr12	2862816	2862818	pmex
chr12	2867911	2867913	pmex
chr12	2871166	2928363	pmex
chr12	2930095	2930097	pmex
chr12	2933300	2947694	pmex
chr12	2949524	2949526	mix
chr12	2960043	3027319	pmex
chr12	3036276	3036278	mix
chr12	3056547	3075641	pmex
chr12	3086346	3086348	mix
chr12	3086363	3086365	pmex
chr12	3092520	3092522	pmex
chr12	3092560	3092562	pmex
chr12	3098088	3129223	pmex
chr12	3131002	3131004	pmex
chr12	3137114	3137116	pmex
chr12	3137169	3157367	pmex
chr12	3260641	3260643	mix
chr12	3273354	3273356	pmex
chr12	3313827	3313829	pmex
chr12	3357081	3357083	plat
chr12	3369997	3369999	plat
chr12	3376922	3376924	pmex
chr12	3388309	3388311	pmex
chr12	3388312	3388314	pmex
chr12	3410345	3410347	plat
chr12	3413348	3413350	plat
chr12	3469643	3469645	plat
chr12	3471745	3471747	plat
chr12	3498463	3498465	plat
chr12	3643272	3643274	plat
chr12	3721301	3721303	pmex
chr12	3742948	3742950	plat
chr12	3762612	3762614	pmex
