chr	start	end	group
chr1	255768	255770	plat
chr1	1014080	1014082	pmex
chr1	1072879	1072881	plat
chr1	1073238	1073240	plat
chr1	1969469	1969471	pmex
chr1	2113101	2113103	plat
chr1	3199870	3199872	plat
chr1	4507259	4507261	pmex
chr1	4673693	4673695	pmex
chr1	4778626	4778628	plat
chr1	5511242	5511244	pmex
chr1	7012151	7012153	pmex
chr1	8279655	8279657	plat
chr1	8283749	8283751	plat
chr1	8362444	8362446	plat
chr1	8611812	8611814	plat
chr1	8931018	8931020	pmex
chr1	9810760	9810762	pmex
chr1	11011541	11011543	pmex
chr1	11057399	11057401	pmex
chr1	11100894	11100896	plat
chr1	11170629	11170631	pmex
chr1	12686336	12686338	plat
chr1	12838631	12838633	pmex
chr1	13172583	13172585	pmex
chr1	13172591	13172593	pmex
chr1	13306848	13306850	pmex
chr1	15703667	15703669	plat
chr1	16075687	16075689	pmex
chr1	16339327	16339329	pmex
chr1	16477669	16477671	pmex
chr1	16799117	16799119	pmex
chr1	16799119	16799121	pmex
chr1	17183004	17183006	pmex
chr1	17320809	17320811	plat
chr1	18640638	18640640	pmex
chr1	18950752	18950754	plat
chr1	18950753	18950755	plat
chr1	19209415	19209428	pmex
chr1	19382873	19382875	plat
chr1	20092050	20092052	plat
chr1	20233643	20233645	pmex
chr1	21195148	21195150	mix
chr1	22309892	22309894	plat
chr1	22309893	22309895	plat
chr1	22327886	22327888	pmex
chr1	24333965	24333967	pmex
chr1	26401480	26401482	pmex
chr1	26884517	26884519	pmex
chr1	26884518	26884520	pmex
chr1	27353255	27429469	plat
chr1	27557646	27557648	pmex
chr1	27748744	27748746	pmex
chr1	28594171	28594173	plat
chr1	28718776	28718778	plat
chr1	28759022	28759024	plat
chr1	29272744	29272746	mix
chr1	29577308	29577310	pmex
chr1	29685395	29685397	plat
chr1	29948903	29948905	plat
chr1	29948904	29948906	plat
chr1	30454561	30454563	pmex
chr1	30558447	30558486	plat
chr1	30668452	30668518	plat
chr1	30672135	30672137	plat
chr1	31007876	31007878	plat
chr1	31008175	31008177	plat
chr1	31063362	31063364	pmex
chr1	31204381	31338766	plat
chr1	31343292	31343294	plat
chr1	31377309	31377311	plat
chr1	31415130	31415132	pmex
chr1	31415132	31415134	pmex
chr1	31642831	31647189	plat
chr1	31647252	31647254	plat
chr1	31647338	32149430	plat
chr1	32294296	32294298	mix
chr1	32297577	32514884	plat
