chr	start	end	group
chr12	216508	1140980	pmex
chr12	1193442	1675558	pmex
chr12	1676484	1676486	pmex
chr12	1747741	1747743	pmex
chr12	1750855	1750857	pmex
chr12	1851354	1851356	pmex
chr12	1957237	1957239	pmex
chr12	1992332	2863888	pmex
chr12	2872410	2872412	pmex
chr12	2882881	3029912	pmex
chr12	3036276	3036278	mix
chr12	3045955	3045957	pmex
chr12	3629406	3629408	pmex
chr12	3629412	3629414	pmex
chr12	4181385	4181387	plat
chr12	4181388	4181390	plat
chr12	4317245	4317247	pmex
chr12	4587855	4587857	plat
chr12	4610456	4610458	pmex
chr12	5491192	5491194	pmex
chr12	5529858	5529860	pmex
chr12	5957005	5957007	pmex
chr12	6101394	6101415	plat
chr12	6220357	6220359	pmex
chr12	6222674	6222676	plat
chr12	6663798	6663800	plat
chr12	6689883	6689885	pmex
chr12	7596271	7596273	pmex
chr12	7857866	7857868	plat
chr12	7857869	7857871	plat
chr12	9227764	9227766	pmex
chr12	9227768	9227770	pmex
chr12	9435565	9435567	pmex
chr12	12613380	12613382	pmex
chr12	14223014	14223016	plat
chr12	15185280	15185282	plat
chr12	15185282	15185284	plat
chr12	15506002	15506004	pmex
chr12	15809434	15809436	pmex
chr12	16616716	16616718	plat
chr12	16963205	16963207	plat
chr12	17354522	17354524	pmex
chr12	17748893	17748895	pmex
chr12	17891666	17891668	plat
chr12	18051705	18051707	plat
chr12	18055130	18055132	pmex
chr12	18120690	18120692	plat
chr12	18266287	18266289	pmex
chr12	18480643	18480645	plat
chr12	18654712	18654714	pmex
chr12	20476718	20476720	pmex
chr12	20511629	20511631	pmex
chr12	21868000	21868002	plat
chr12	22058940	22058942	plat
chr12	22117549	22117551	plat
chr12	23714614	23714616	plat
chr12	24535171	24535173	mix
chr12	24549215	24549217	plat
chr12	24968494	24968496	pmex
chr12	25046364	25046366	pmex
chr12	26005299	26005301	pmex
chr12	27648729	27648731	plat
chr12	29213879	29213881	plat
chr12	29331963	29331965	pmex
chr12	29358445	29358447	plat
chr12	29358451	29358453	plat
chr12	29405840	29405842	pmex
chr12	29785467	29785469	pmex
chr12	29785477	29785479	pmex
chr12	29850216	29850218	plat
chr12	30634469	30634471	pmex
chr12	30705112	30705114	plat
chr12	31738537	31738539	plat
chr12	32067279	32067281	pmex
chr12	32238669	32238671	pmex
chr12	32605613	32605615	pmex
chr12	33182664	33247040	pmex
chr12	33648830	33648832	pmex
chr12	34137150	34137152	mix
chr12	34186456	34459767	pmex
