chr	start	end	group
chr18	314593	314595	plat
chr18	324977	324979	pmex
chr18	368947	368949	pmex
chr18	369868	369870	pmex
chr18	386529	386531	pmex
chr18	405281	405283	plat
chr18	412546	412548	plat
chr18	494591	494593	pmex
chr18	494595	494597	pmex
chr18	510519	510521	pmex
chr18	511576	511578	plat
chr18	557260	557262	plat
chr18	577640	577642	pmex
chr18	621058	621060	plat
chr18	621066	621068	plat
chr18	625583	625585	pmex
chr18	697291	697293	pmex
chr18	721239	721241	pmex
chr18	727380	727382	pmex
chr18	741135	741137	plat
chr18	760770	760772	plat
chr18	781778	781780	pmex
chr18	781784	781786	pmex
chr18	784611	784613	pmex
chr18	784612	784614	pmex
chr18	834476	834478	pmex
chr18	839309	839311	pmex
chr18	843083	843085	pmex
chr18	843085	843087	pmex
chr18	873638	873640	pmex
chr18	886262	886264	plat
chr18	897889	897891	pmex
chr18	911117	911119	pmex
chr18	911118	911120	pmex
chr18	919856	919858	pmex
chr18	921211	921213	pmex
chr18	937337	937339	pmex
chr18	947540	947542	pmex
chr18	961283	961285	pmex
chr18	961284	961286	pmex
chr18	1003664	1003678	pmex
chr18	1065123	1065125	pmex
chr18	1126425	1126427	pmex
chr18	1134404	1134406	pmex
chr18	1135216	1135218	pmex
chr18	1160549	1160551	pmex
chr18	1187279	1187281	pmex
chr18	1187287	1187289	pmex
chr18	1198018	1198020	pmex
chr18	1198019	1198021	pmex
chr18	1262700	1262702	plat
chr18	1284882	1284884	pmex
chr18	1306778	1306780	pmex
chr18	1343615	1343617	pmex
chr18	1348943	1348945	pmex
chr18	1401412	1401414	pmex
chr18	1406227	1406229	pmex
chr18	1406233	1406235	pmex
chr18	1408987	1408989	plat
chr18	1409193	1409195	pmex
chr18	1412822	1412824	pmex
chr18	1430616	1430618	pmex
chr18	1439334	1439336	pmex
chr18	1456405	1456407	pmex
chr18	1464185	1464187	plat
chr18	1467697	1467699	pmex
chr18	1468806	1468808	pmex
chr18	1487334	1487336	plat
chr18	1493529	1493531	mix
chr18	1537402	1537404	pmex
chr18	1537411	1537413	pmex
chr18	1544918	1544920	pmex
chr18	1653199	1653201	plat
chr18	1658873	1658875	plat
chr18	1683919	1683921	plat
chr18	1683950	1683952	plat
chr18	1724552	1724554	pmex
chr18	1812985	1812987	pmex
chr18	1842598	1842600	plat
chr18	1843990	1843992	pmex
chr18	1870531	1871003	plat
