chr	start	end	group
chr10	66446	66448	pmex
chr10	89571	89573	pmex
chr10	95346	95348	pmex
chr10	115118	115148	plat
chr10	121423	121425	pmex
chr10	146570	146572	plat
chr10	170938	170940	pmex
chr10	174091	174093	pmex
chr10	202921	202923	pmex
chr10	230755	230757	pmex
chr10	272971	272973	plat
chr10	272974	272976	plat
chr10	273048	273050	plat
chr10	351407	351409	plat
chr10	454037	454039	pmex
chr10	472263	472265	plat
chr10	518467	518469	pmex
chr10	518472	518474	pmex
chr10	526957	526959	pmex
chr10	536659	536661	plat
chr10	536660	536662	plat
chr10	586702	586704	pmex
chr10	631476	631478	pmex
chr10	647244	647246	plat
chr10	649949	649951	plat
chr10	753785	753787	pmex
chr10	829986	829988	pmex
chr10	833607	833609	plat
chr10	834808	834810	plat
chr10	852913	852915	plat
chr10	884888	884890	pmex
chr10	923777	923779	plat
chr10	926435	926437	plat
chr10	933603	933605	pmex
chr10	966038	966040	plat
chr10	1021336	1021338	plat
chr10	1079268	1079270	pmex
chr10	1079279	1079281	pmex
chr10	1090975	1090977	plat
chr10	1103104	1103106	plat
chr10	1222886	1222888	plat
chr10	1222895	1222897	plat
chr10	1326030	1326032	plat
chr10	1328676	1328678	plat
chr10	1333579	1333581	pmex
chr10	1349454	1349456	pmex
chr10	1367191	1367193	pmex
chr10	1442167	1442169	pmex
chr10	1506492	1506494	plat
chr10	1920156	1920158	plat
chr10	1951640	1951642	pmex
chr10	1977192	1977194	pmex
chr10	2008236	2008238	pmex
chr10	2067757	2067759	mix
chr10	2070031	2070054	plat
chr10	2076014	2076016	plat
chr10	2082736	2082738	plat
chr10	2082741	2082743	plat
chr10	2088811	2088813	plat
chr10	2164162	2164164	plat
chr10	2193419	2193421	pmex
chr10	2204017	2204019	pmex
chr10	2214633	2214635	plat
chr10	2305593	2305595	pmex
chr10	2306576	2306578	pmex
chr10	2330851	2330853	pmex
chr10	2358286	2358288	plat
chr10	2364386	2364388	plat
chr10	2408533	2408535	plat
chr10	2408538	2408540	plat
