chr	start	end	group
chr23	27054	204842	mix
chr23	219139	219141	plat
chr23	267168	304775	mix
chr23	321461	321463	pmex
chr23	324027	324029	mix
chr23	381481	381483	plat
chr23	388219	568110	mix
chr23	580746	580748	mix
chr23	580864	580866	mix
chr23	585515	585517	mix
chr23	589725	589727	mix
chr23	589736	665469	mix
chr23	688237	725594	mix
chr23	725628	725630	mix
chr23	728024	728026	mix
chr23	728232	728234	mix
chr23	728559	728561	mix
chr23	734198	874249	mix
chr23	884092	884094	plat
chr23	888420	888422	mix
chr23	888494	995627	mix
chr23	995681	995683	mix
chr23	997656	1147028	mix
chr23	1157459	1157461	mix
chr23	1158921	1158923	mix
chr23	1161413	1161415	mix
chr23	1161612	1165283	mix
chr23	1171721	1171723	mix
chr23	1171722	1171724	mix
chr23	1171839	1171841	mix
chr23	1189179	1189181	mix
chr23	1189392	1189394	mix
chr23	1194477	1247901	mix
chr23	1255302	1255304	mix
chr23	1261390	1324223	mix
chr23	1326178	1326180	mix
chr23	1326182	1326184	mix
chr23	1326396	1381794	mix
chr23	1389556	1389558	mix
chr23	1393891	1425498	mix
chr23	1427591	1427593	mix
chr23	1429506	1437732	mix
chr23	1437750	1437752	mix
chr23	1442655	1459578	mix
chr23	1468000	1468002	mix
chr23	1468011	1553207	mix
chr23	1553941	1553943	mix
chr23	1556618	1681325	mix
chr23	1682989	1682991	mix
chr23	1686874	1707171	mix
chr23	1710990	1710992	mix
chr23	1712433	1764948	mix
chr23	1765832	1765834	mix
chr23	1767243	1767245	mix
chr23	1769439	1786052	mix
chr23	1786172	1786174	mix
chr23	1786633	1799988	mix
chr23	1808585	1913928	pmex
chr23	1920979	1920981	pmex
chr23	1920985	1920987	pmex
chr23	1923296	1923298	pmex
chr23	1928358	1943030	pmex
chr23	1947063	1947065	pmex
chr23	1950204	1959736	pmex
chr23	1960890	1960892	mix
chr23	1961797	1961799	pmex
chr23	1962492	1962494	pmex
chr23	1962498	1962500	pmex
chr23	1963782	1979524	pmex
chr23	1983572	1995961	pmex
chr23	1995978	1995980	mix
chr23	1996176	1996178	pmex
chr23	2000980	2000982	pmex
chr23	2002287	2016324	pmex
chr23	2016841	2016843	pmex
chr23	2016846	2016848	pmex
chr23	2021703	2024267	pmex
chr23	2024428	2024430	pmex
chr23	2025060	2028599	pmex
chr23	2030341	2030343	mix
chr23	2030569	2032461	pmex
chr23	2034272	2109000	pmex
chr23	2111262	2111264	pmex
chr23	2113978	2113980	pmex
chr23	2114768	2114770	pmex
chr23	2115021	2115023	pmex
chr23	2117546	2124425	pmex
chr23	2129401	2129403	pmex
chr23	2129875	2129877	pmex
chr23	2129876	2129878	pmex
chr23	2129891	2129893	pmex
chr23	2131669	2131671	pmex
chr23	2132886	2214205	pmex
chr23	2215913	2215915	pmex
chr23	2215919	2215921	pmex
chr23	2217334	2217336	pmex
chr23	2217453	2217455	mix
chr23	2238909	2238911	plat
chr23	2265524	2265526	plat
chr23	2265525	2265527	plat
chr23	2280517	2280519	plat
chr23	2293956	2293958	plat
chr23	2304141	2304143	plat
chr23	2330581	2330583	pmex
chr23	2354670	2354672	plat
chr23	2365900	2365902	pmex
chr23	2381381	2381383	pmex
chr23	2418441	2418443	pmex
chr23	2424289	2424291	plat
chr23	2436599	2436601	pmex
chr23	2438136	2438138	pmex
chr23	2441238	2441240	pmex
chr23	2457820	2457822	pmex
chr23	2459814	2459816	plat
chr23	2482393	2482395	pmex
chr23	2543728	2543730	pmex
chr23	2583595	2583597	mix
chr23	2620008	2620010	pmex
chr23	2621182	2621184	pmex
chr23	2639328	2639330	plat
chr23	2646111	2646124	pmex
chr23	2660551	2660553	pmex
chr23	2660935	2660937	pmex
chr23	2692134	2692136	pmex
chr23	2716570	2716572	pmex
chr23	2785113	2785115	pmex
chr23	2802104	2802106	pmex
chr23	2815780	2815782	mix
chr23	2839009	2839011	pmex
chr23	2839011	2839013	pmex
chr23	2861409	2861411	plat
chr23	2867124	2867134	pmex
chr23	2901860	2901862	pmex
chr23	2932100	2932102	plat
chr23	2935980	2935982	pmex
chr23	3039415	3039417	plat
chr23	3196604	3196606	pmex
chr23	3236736	3236738	plat
chr23	3267965	3267967	plat
chr23	3314684	3314686	pmex
chr23	3382687	3382689	plat
chr23	3382713	3382715	mix
chr23	3421221	3421223	pmex
chr23	3444181	3444183	pmex
chr23	3453771	3453773	pmex
chr23	3476154	3476156	pmex
chr23	3485253	3485255	plat
chr23	3506093	3506095	pmex
chr23	3569475	3569477	pmex
chr23	3672404	3672406	pmex
chr23	3698312	3698314	pmex
chr23	3698314	3698316	pmex
chr23	3837606	3837608	pmex
chr23	3844424	3844426	pmex
chr23	3877336	3877338	pmex
chr23	3935697	3935699	plat
chr23	3935717	3935719	plat
chr23	3935755	3935757	plat
chr23	3946047	3946049	pmex
chr23	3946077	3946079	pmex
chr23	3946080	3946082	pmex
chr23	3951132	3951134	plat
chr23	3951133	3951135	plat
chr23	3990277	3990279	pmex
chr23	4015341	4015343	plat
chr23	4030791	4030793	plat
chr23	4047362	4047364	plat
chr23	4061962	4061964	plat
chr23	4076383	4076385	plat
chr23	4108646	4108648	pmex
chr23	4111711	4111713	pmex
chr23	4111713	4111715	pmex
chr23	4121814	4121816	plat
chr23	4158072	4158074	pmex
chr23	4182967	4182969	plat
chr23	4184567	4184569	plat
chr23	4189207	4189209	plat
chr23	4278163	4278165	plat
chr23	4307135	4307137	plat
chr23	4326219	4326221	plat
chr23	4357722	4357724	pmex
chr23	4431197	4431199	pmex
chr23	4511014	4511016	pmex
chr23	4528604	4528606	pmex
chr23	4536264	4536286	pmex
chr23	4552212	4552214	plat
chr23	4552213	4552215	plat
chr23	4579187	4579189	plat
chr23	4651183	4651185	pmex
chr23	4652384	4652386	plat
chr23	4670445	4670447	pmex
chr23	4689559	4689561	plat
chr23	4706469	4706471	pmex
chr23	4745702	4745704	pmex
chr23	4756876	4756878	plat
chr23	4763640	4763642	pmex
chr23	4841701	4841703	plat
chr23	4841966	4841968	plat
chr23	4915189	4915191	pmex
chr23	4918313	4918315	pmex
chr23	4923756	4923758	pmex
chr23	4970528	4970530	pmex
chr23	5073083	5073085	pmex
chr23	5073089	5073091	pmex
chr23	5130517	5130519	pmex
chr23	5132195	5132197	plat
chr23	5180494	5180496	plat
chr23	5211248	5211250	pmex
chr23	5211250	5211252	pmex
chr23	5230201	5230203	plat
chr23	5238743	5238745	pmex
chr23	5243476	5243478	plat
chr23	5277677	5277679	mix
chr23	5283146	5283148	pmex
chr23	5292295	5292297	plat
chr23	5313662	5313664	plat
chr23	5353915	5353917	plat
chr23	5397713	5397715	plat
chr23	5413546	5413548	plat
chr23	5427062	5427064	pmex
chr23	5486794	5486796	plat
chr23	5486806	5486808	plat
chr23	5560633	5560635	plat
chr23	5598676	5598678	plat
chr23	5605203	5605205	plat
chr23	5607307	5607309	pmex
chr23	5625124	5625126	plat
chr23	5625135	5625137	plat
chr23	5626876	5626878	plat
chr23	5633744	5633746	pmex
chr23	5636590	5636592	pmex
chr23	5636591	5636593	pmex
chr23	5644987	5644989	plat
chr23	5649327	5649329	plat
chr23	5671709	5671711	pmex
chr23	5683443	5683475	plat
chr23	5715281	5715283	pmex
chr23	5715286	5715288	pmex
chr23	5716927	5716929	pmex
chr23	5716934	5716936	pmex
chr23	5739639	5739641	pmex
chr23	5740580	5740582	pmex
chr23	5752193	5752195	pmex
chr23	5753507	5753509	pmex
chr23	5803645	5803647	plat
chr23	5803652	5803654	plat
chr23	5811446	5811448	plat
chr23	5841810	5841812	pmex
chr23	5841819	5841821	plat
chr23	5848936	5848938	plat
chr23	5852728	5852730	plat
chr23	5852748	5852750	plat
chr23	5897286	5897288	pmex
chr23	5979553	5979555	pmex
chr23	5988867	5988869	plat
chr23	6004706	6004708	plat
chr23	6004728	6004730	plat
chr23	6100722	6100724	mix
chr23	6174215	6174217	mix
chr23	6205375	6205377	plat
chr23	6208359	6208361	pmex
chr23	6301616	6301618	plat
chr23	6322187	6322189	pmex
chr23	6322188	6322190	pmex
chr23	6322355	6322357	pmex
chr23	6336304	6336306	pmex
chr23	6358689	6358691	plat
chr23	6433470	6433472	pmex
chr23	6433482	6433484	mix
chr23	6497154	6497156	pmex
chr23	6609498	6609500	pmex
chr23	6609572	6609574	pmex
chr23	6642000	6642002	pmex
chr23	6656408	6656410	plat
chr23	6669884	6669915	pmex
chr23	6706442	6706444	pmex
chr23	6717882	6717884	pmex
chr23	6726433	6726435	pmex
chr23	6740716	6740718	plat
chr23	6751230	6751232	plat
chr23	6751306	6751308	plat
chr23	6765623	6765625	pmex
chr23	6792268	6792270	plat
chr23	6795126	6795128	plat
chr23	6797689	6797691	pmex
chr23	6810510	6810512	pmex
chr23	6810515	6810517	pmex
chr23	6853355	6853357	pmex
chr23	6864564	6864566	pmex
chr23	6885786	6885788	pmex
chr23	6901185	6901187	pmex
chr23	6922588	6922590	pmex
chr23	6936438	6936440	plat
chr23	6936442	6936444	plat
chr23	6940057	6940059	plat
chr23	6951284	6951286	plat
chr23	6951285	6951287	plat
