chr	start	end	group
chr23	45971	213040	mix
chr23	213127	213129	mix
chr23	227402	283548	mix
chr23	321402	321404	mix
chr23	344153	585517	mix
chr23	589725	589727	mix
chr23	589736	608640	mix
chr23	617450	617452	mix
chr23	619451	619453	mix
chr23	619748	619750	mix
chr23	631208	631210	plat
chr23	641723	659538	mix
chr23	667699	667701	mix
chr23	678715	678717	mix
chr23	678923	678925	mix
chr23	688288	688290	mix
chr23	694021	694023	mix
chr23	696295	696297	mix
chr23	697116	697118	mix
chr23	697257	697259	mix
chr23	711169	782513	mix
chr23	784106	784108	mix
chr23	784914	864295	mix
chr23	888420	888422	mix
chr23	896099	914016	mix
chr23	916113	916115	mix
chr23	916752	917102	mix
chr23	927148	927150	mix
chr23	928793	977515	mix
chr23	982138	982140	mix
chr23	989709	989711	mix
chr23	993215	993217	mix
chr23	995681	995683	mix
chr23	1020905	1020907	mix
chr23	1036772	1036774	mix
chr23	1046396	1046398	pmex
chr23	1048125	1048127	mix
chr23	1070588	1070590	mix
chr23	1073010	1188553	mix
chr23	1189392	1189394	mix
chr23	1201212	1225460	mix
chr23	1227021	1227023	mix
chr23	1227900	1227902	mix
chr23	1239130	1239132	mix
chr23	1244134	1244136	mix
chr23	1246300	1340845	mix
chr23	1358890	1358892	mix
chr23	1360024	1437732	mix
chr23	1437750	1437752	mix
chr23	1443503	1454129	mix
chr23	1468000	1468002	mix
chr23	1468011	1484080	mix
chr23	1504766	1504768	mix
chr23	1505226	1619100	mix
chr23	1624783	1624785	mix
chr23	1627482	1628697	mix
chr23	1643813	1643815	mix
chr23	1646397	1667859	mix
chr23	1682989	1682991	mix
chr23	1686874	1710863	mix
chr23	1710990	1710992	mix
chr23	1719158	1763465	mix
chr23	1767051	1767053	mix
chr23	1777756	1777758	mix
chr23	1778375	1778377	mix
chr23	1782266	1802204	mix
chr23	1813593	1912601	pmex
chr23	1920979	1937670	pmex
chr23	1941530	1941532	mix
chr23	1944191	1944193	pmex
chr23	1947063	1947065	pmex
chr23	1952781	1952783	pmex
chr23	1953238	1953240	pmex
chr23	1956309	1956311	pmex
chr23	1959504	1959506	mix
chr23	1959734	1959736	pmex
chr23	1960890	1960892	mix
chr23	1975651	1980518	pmex
chr23	1995959	1995961	pmex
chr23	1996176	1996178	pmex
chr23	2000980	2000982	pmex
chr23	2002287	2002289	pmex
chr23	2002485	2002487	pmex
chr23	2016322	2022790	pmex
chr23	2022808	2022810	pmex
chr23	2022929	2032461	pmex
chr23	2034272	2034274	pmex
chr23	2034274	2034276	pmex
chr23	2035734	2035736	pmex
chr23	2036326	2036328	pmex
chr23	2036338	2109000	pmex
chr23	2115021	2115023	pmex
chr23	2117744	2129878	pmex
chr23	2131669	2131671	pmex
chr23	2133646	2197854	pmex
chr23	2238909	2238911	plat
chr23	2280517	2280519	plat
chr23	2284953	2284955	pmex
chr23	2293956	2293958	plat
chr23	2329604	2329606	pmex
chr23	2354670	2354672	plat
chr23	2365900	2365902	pmex
chr23	2367183	2367185	pmex
chr23	2381381	2381383	pmex
chr23	2416774	2416776	pmex
chr23	2465404	2465406	plat
chr23	2488875	2488877	pmex
chr23	2489202	2489204	plat
chr23	2629487	2629489	plat
chr23	2639328	2639330	plat
chr23	2648943	2648945	plat
chr23	2736050	2736052	pmex
chr23	2736056	2736058	pmex
chr23	2786432	2786434	pmex
chr23	2795146	2795148	pmex
chr23	2815058	2815060	pmex
chr23	2839009	2839011	pmex
chr23	2839011	2839013	pmex
chr23	2861409	2861411	plat
chr23	2867124	2867134	pmex
chr23	2880337	2880339	pmex
chr23	2897576	2897578	pmex
chr23	2921864	2921866	pmex
chr23	2932100	2932102	plat
chr23	2935980	2935982	pmex
chr23	3042812	3042814	plat
chr23	3071790	3071792	pmex
chr23	3079069	3079071	plat
chr23	3156075	3156077	pmex
chr23	3177822	3177824	plat
chr23	3298847	3298849	pmex
chr23	3421221	3421223	pmex
chr23	3496764	3496766	pmex
chr23	3505364	3505366	pmex
chr23	3598313	3598315	plat
chr23	3644076	3644078	pmex
chr23	3646482	3646484	plat
chr23	3646810	3646812	pmex
chr23	3700765	3700767	pmex
chr23	3946077	3946079	pmex
chr23	3960079	3960081	pmex
chr23	4015341	4015343	plat
chr23	4076383	4076385	plat
chr23	4153246	4153248	pmex
chr23	4184567	4184569	plat
chr23	4225195	4225197	plat
chr23	4286952	4286954	plat
chr23	4307135	4307137	plat
chr23	4307160	4307162	plat
chr23	4371665	4371667	plat
chr23	4458141	4458143	pmex
chr23	4486322	4486324	pmex
chr23	4534914	4534916	mix
chr23	4543539	4543541	pmex
chr23	4572676	4572678	pmex
chr23	4656277	4656279	plat
chr23	4656295	4656297	plat
chr23	4656394	4656396	plat
chr23	4670445	4670447	pmex
chr23	4706469	4706471	pmex
chr23	4763640	4763642	pmex
chr23	4841966	4841968	plat
chr23	4868567	4868569	pmex
chr23	4872946	4872948	pmex
chr23	4918313	4918315	pmex
chr23	4919951	4919953	plat
chr23	4923756	4923758	pmex
chr23	5024611	5024613	pmex
chr23	5028973	5028975	pmex
chr23	5096453	5096455	pmex
chr23	5108180	5108182	plat
chr23	5130517	5130519	pmex
chr23	5132195	5132197	plat
chr23	5181349	5181351	pmex
chr23	5201422	5201424	pmex
chr23	5218947	5218949	pmex
chr23	5230201	5230203	plat
chr23	5244063	5244065	plat
