chr	start	end	group
chr18	741135	741137	plat
chr18	760770	760772	plat
chr18	1964508	1964510	pmex
chr18	2487600	2487602	pmex
chr18	2966888	2966890	pmex
chr18	2966894	2966896	pmex
chr18	4728060	4728062	plat
chr18	5064823	5064825	pmex
chr18	6100956	6100978	plat
chr18	6101314	6101316	plat
chr18	6102838	6102840	plat
chr18	6109489	6149811	plat
chr18	6255808	6255810	pmex
chr18	6813801	6813803	pmex
chr18	8179176	8179178	plat
chr18	8199373	8199375	pmex
chr18	9231043	9231045	pmex
chr18	9283008	9283010	pmex
chr18	9283011	9283013	pmex
chr18	10405227	10405229	pmex
chr18	11969456	11969458	pmex
chr18	13104534	13104536	pmex
chr18	13167986	13167988	plat
chr18	13686840	13686842	plat
chr18	13970472	13970474	plat
chr18	14851151	14851153	plat
chr18	14910824	14910826	pmex
chr18	15124093	15124095	pmex
chr18	17029974	17029976	plat
chr18	17460647	17460649	mix
chr18	18116501	18116503	pmex
chr18	20543892	20543894	pmex
chr18	21954262	21954264	pmex
chr18	23762987	23762989	pmex
chr18	25297903	26064542	pmex
chr18	26067009	26067011	pmex
chr18	26083472	27773933	pmex
chr18	27831175	27831177	pmex
chr18	27882857	28418313	pmex
chr18	28530027	28530029	pmex
chr18	28533272	28700954	pmex
chr18	28727360	28727362	pmex
chr18	28880147	29467316	pmex
chr18	29467673	29467675	pmex
chr18	29552459	30130746	pmex
chr18	30194390	30194392	pmex
chr18	30266412	30358896	pmex
chr18	30724185	30724187	pmex
chr18	30765238	30966273	pmex
chr18	31236200	31236202	pmex
