chr	start	end	group
chr13	5702133	5702135	pmex
chr13	6220081	6220083	pmex
chr13	6277183	6277185	pmex
chr13	6306505	6306507	plat
chr13	6347509	6347511	plat
chr13	6360462	6360464	pmex
chr13	6367203	6367205	pmex
chr13	6370208	6370210	pmex
chr13	6397067	6397069	plat
chr13	6397073	6397075	plat
chr13	6413853	6413855	plat
chr13	6501970	6501972	pmex
chr13	6510677	6510679	plat
chr13	6554993	6554995	pmex
chr13	6569038	6569040	plat
chr13	6606346	6606348	plat
chr13	6613091	6613093	plat
chr13	6632607	6632609	pmex
chr13	6655144	6655146	plat
chr13	6666064	6666066	pmex
chr13	6666077	6666079	pmex
chr13	6666113	6666115	mix
chr13	6667267	6667269	pmex
chr13	6670570	6670572	pmex
chr13	6675595	6675597	pmex
chr13	6731238	6731240	plat
chr13	6748029	6748031	plat
chr13	6846477	6856783	pmex
chr13	6858129	6858131	pmex
chr13	6861357	6879009	pmex
chr13	6917727	6917729	plat
chr13	6945983	6945985	plat
chr13	6948916	6948918	pmex
chr13	6966830	6966832	pmex
chr13	7134737	7134739	pmex
chr13	7148921	7148923	pmex
chr13	7161272	7161274	plat
chr13	7218557	7218559	pmex
chr13	7218559	7218561	pmex
chr13	7240818	7240820	plat
chr13	7254108	7254110	pmex
chr13	7256951	7256953	plat
chr13	7278147	7278149	plat
chr13	7279452	7279454	plat
chr13	7284327	7284329	pmex
chr13	7293519	7293521	pmex
chr13	7293520	7293522	pmex
chr13	7301775	7301777	pmex
chr13	7315784	7315786	pmex
chr13	7317507	7317509	plat
chr13	7317530	7317532	plat
chr13	7348995	7348997	plat
chr13	7369980	7369991	pmex
chr13	7375247	7375249	pmex
chr13	7399852	7399854	pmex
chr13	7399855	7399857	pmex
chr13	7401700	7401702	plat
chr13	7403489	7403491	pmex
chr13	7403498	7403500	pmex
chr13	7415724	7415726	pmex
chr13	7424026	7424028	plat
chr13	7424953	7424955	plat
chr13	7424992	7424994	plat
chr13	7449427	7449429	pmex
chr13	7452192	7452194	pmex
chr13	7489244	7489246	pmex
chr13	7489265	7489267	pmex
chr13	7489309	7489311	mix
chr13	7514539	7514541	plat
chr13	7526269	7526271	plat
chr13	7526375	7526377	plat
chr13	7534981	7534983	pmex
chr13	7564140	7564142	plat
chr13	7572156	7572158	plat
chr13	7573035	7573037	pmex
chr13	7580773	7580775	plat
chr13	7595924	7595926	plat
chr13	7609015	7609017	plat
chr13	7616693	7624672	plat
chr13	7624719	7624721	plat
chr13	7624802	7647092	plat
chr13	7654695	7693736	plat
chr13	7703810	7703812	pmex
chr13	7703814	7703816	pmex
chr13	7706397	7723260	plat
chr13	7724467	7741190	plat
chr13	7771033	7771035	plat
chr13	7774383	7774385	plat
chr13	7783689	7783691	mix
chr13	7867109	7867128	mix
chr13	7888213	7911166	pmex
chr13	7944267	7944269	mix
chr13	7947918	7947920	pmex
chr13	7981762	7981764	plat
chr13	7985692	7985694	pmex
chr13	8008042	8008044	pmex
chr13	8012247	8012249	pmex
chr13	8031257	8031259	plat
chr13	8060037	8060039	pmex
chr13	8120073	8120075	pmex
chr13	8129356	8129358	plat
chr13	8129376	8129378	plat
chr13	8130613	8130615	plat
chr13	8156577	8156579	plat
chr13	8160861	8160863	plat
chr13	8179542	8179544	pmex
chr13	8183801	8183803	pmex
chr13	8191870	8191872	pmex
chr13	8199799	8199801	pmex
chr13	8242166	8242168	pmex
chr13	8242206	8242208	pmex
chr13	8267758	8267760	pmex
chr13	8345190	8345192	plat
chr13	8345476	8345478	plat
chr13	8426063	8426065	pmex
chr13	8468546	8468548	pmex
chr13	8499876	8499878	plat
chr13	8511830	8511832	pmex
chr13	8522410	8522412	pmex
chr13	8531365	8531367	pmex
chr13	8565018	8565020	pmex
chr13	8595045	8595047	pmex
chr13	8652814	8652816	plat
chr13	8660919	8660921	plat
chr13	8668063	8668065	pmex
chr13	8672094	8672096	pmex
chr13	8689784	8689786	plat
chr13	8761699	8761701	pmex
chr13	9043931	9043933	pmex
chr13	9061693	9061695	plat
chr13	9140498	9140500	pmex
chr13	9169051	9169053	pmex
chr13	9173493	9173495	plat
chr13	9281292	9281294	pmex
chr13	9324859	9324861	pmex
chr13	9343076	9343078	pmex
chr13	9348564	9348566	pmex
chr13	9349293	9349295	plat
chr13	9349303	9349305	plat
chr13	9376893	9376895	pmex
chr13	9378168	9378170	pmex
chr13	9378178	9378180	pmex
chr13	9406034	9406036	plat
chr13	9430272	9430274	pmex
chr13	9434264	9434266	pmex
chr13	9434266	9434268	pmex
chr13	9448760	9470985	pmex
chr13	9489154	9489156	pmex
chr13	9552923	9552925	pmex
chr13	9552924	9552926	pmex
chr13	9628565	9628567	plat
chr13	9630683	9630685	pmex
chr13	9633326	9633328	pmex
chr13	9637135	9637137	pmex
chr13	9637321	9637323	pmex
chr13	9639072	9639074	pmex
chr13	9643558	9643560	pmex
chr13	9643559	9643561	pmex
chr13	9653957	9653959	pmex
chr13	9657955	9657974	plat
chr13	9669557	9669559	pmex
chr13	9689578	9689580	plat
chr13	9695257	9695259	pmex
chr13	9695260	9695262	pmex
chr13	9704492	9704494	pmex
chr13	9776183	9776185	pmex
chr13	9877174	9877176	plat
chr13	9880017	9880019	plat
chr13	9920062	9920064	plat
chr13	9977746	9977748	plat
chr13	9977754	9977756	plat
chr13	9988937	9988939	plat
chr13	9993041	9993043	pmex
chr13	10007652	10007654	pmex
chr13	10066603	10066605	plat
chr13	10105647	10105649	plat
chr13	10150040	10150042	plat
chr13	10152341	10152343	plat
chr13	10152357	10152359	plat
chr13	10153490	10153492	plat
chr13	10159805	10159807	mix
chr13	10159807	10159809	mix
chr13	10164383	10164385	plat
chr13	10177074	10177076	plat
chr13	10181438	10181440	plat
chr13	10226153	10226155	plat
chr13	10273424	10273426	pmex
chr13	10286685	10286687	pmex
chr13	10387002	10387004	plat
chr13	10418179	10418181	pmex
chr13	10423738	10423740	pmex
chr13	10424996	10424998	pmex
chr13	10425002	10425004	pmex
chr13	10433277	10433279	pmex
chr13	10444897	10444899	pmex
chr13	10520161	10520163	pmex
chr13	10520588	10520590	pmex
chr13	10537946	10537948	pmex
chr13	10548488	10548490	pmex
chr13	10555637	10555639	plat
chr13	10654101	10654103	pmex
chr13	10658583	10658585	plat
chr13	10680550	10680552	pmex
chr13	10684080	10684082	mix
chr13	10685433	10685435	plat
chr13	10697800	10697802	pmex
chr13	10705615	10705617	plat
chr13	10705622	10705624	plat
chr13	10722477	10722479	plat
chr13	10732190	10732192	plat
chr13	10739086	10739088	pmex
chr13	10744216	10744218	pmex
chr13	10757979	10757981	pmex
chr13	10757990	10757992	pmex
chr13	10759471	10759473	plat
chr13	10776629	10776631	plat
chr13	10778614	10778616	pmex
chr13	10778639	10778641	pmex
chr13	10796183	10796185	plat
chr13	10808797	10808799	pmex
chr13	10824235	10824237	plat
chr13	10839653	10839655	pmex
chr13	10840233	10840235	pmex
chr13	10883497	10883499	plat
chr13	10889372	10889374	plat
chr13	10904651	10904653	plat
chr13	10963098	10963100	pmex
chr13	10987723	10987725	plat
chr13	11003733	11003735	plat
chr13	11044794	11044796	pmex
chr13	11066982	11066984	pmex
chr13	11196647	11196649	pmex
chr13	11217568	11217570	pmex
chr13	11245291	11245293	pmex
chr13	11262724	11280154	pmex
chr13	11321076	11321078	pmex
chr13	11321380	11321382	plat
chr13	11419554	11419556	mix
chr13	11426165	11426167	pmex
chr13	11431524	11431526	plat
chr13	11431533	11431535	plat
chr13	11444452	11444454	plat
chr13	11448142	11448144	pmex
chr13	11463307	11463309	plat
chr13	11773134	11773136	plat
chr13	11796680	11796682	plat
chr13	11822620	11822622	mix
chr13	11850702	11850752	pmex
chr13	11851357	11851359	plat
chr13	11853724	11853726	plat
chr13	11874247	11874249	plat
chr13	11898490	11898492	plat
chr13	11960682	11960684	plat
chr13	11970862	11970864	pmex
chr13	11971433	11971435	pmex
chr13	11980152	11980154	plat
chr13	11987470	11987472	pmex
chr13	12008878	12008880	pmex
chr13	12008943	12008945	plat
chr13	12025103	12025105	plat
chr13	12027315	12027317	pmex
chr13	12094926	12094928	plat
chr13	12148197	12148199	plat
chr13	12153520	12161003	pmex
chr13	12165464	12165466	pmex
chr13	12165820	12165822	pmex
chr13	12192391	12192393	pmex
chr13	12228472	12228474	pmex
chr13	12295381	12296452	pmex
chr13	12307978	12315629	pmex
chr13	12316521	12316523	pmex
chr13	12319061	12319063	pmex
chr13	12319519	12319521	pmex
chr13	12329019	12329021	plat
chr13	12335497	12335499	pmex
chr13	12344102	12344104	pmex
chr13	12346747	12346749	pmex
chr13	12346878	12346880	pmex
chr13	12349191	12349193	pmex
chr13	12349465	12350333	pmex
chr13	12352333	12354782	pmex
chr13	12385530	12386360	pmex
chr13	12398781	12403594	pmex
chr13	12406358	12406360	pmex
chr13	12421892	12421894	pmex
chr13	12430574	12431729	pmex
chr13	12434012	12434014	plat
chr13	12434017	12434019	plat
chr13	12437125	12438913	pmex
