chr	start	end	group
chr22	168293	168295	pmex
chr22	191524	191526	plat
chr22	242400	242402	mix
chr22	364871	364873	plat
chr22	387515	387517	plat
chr22	387516	387518	plat
chr22	412659	412661	pmex
chr22	412662	412664	pmex
chr22	419303	419305	pmex
chr22	440635	440637	pmex
chr22	484805	484822	pmex
chr22	512218	512220	pmex
chr22	603792	603794	plat
chr22	627194	627196	pmex
chr22	675571	675573	plat
chr22	710198	710200	plat
chr22	712193	712195	plat
chr22	719330	719332	pmex
chr22	721257	721259	pmex
chr22	730651	730653	pmex
chr22	748044	748046	pmex
chr22	865958	865960	pmex
chr22	989463	989465	pmex
chr22	998532	998534	plat
chr22	1005135	1005137	plat
chr22	1015203	1015205	pmex
chr22	1019451	1019453	plat
chr22	1019492	1019494	plat
chr22	1020307	1020309	pmex
chr22	1135182	1135184	pmex
chr22	1145426	1145428	plat
chr22	1393810	1393812	plat
chr22	1431139	1431141	pmex
chr22	1488617	1488619	pmex
chr22	1488632	1488634	pmex
chr22	1501409	1501411	plat
chr22	1514964	1514966	plat
chr22	1583569	1583571	pmex
chr22	1583582	1583584	pmex
chr22	1709347	1709349	plat
chr22	1723929	1723931	pmex
chr22	1832053	1832055	pmex
chr22	1835789	1835791	pmex
chr22	1926517	1926519	pmex
chr22	1957351	1957353	plat
chr22	2000039	2000041	pmex
chr22	2142079	2142081	plat
chr22	2260730	2260732	pmex
chr22	2294048	2294050	pmex
chr22	2311525	2311527	pmex
chr22	2317485	2317487	pmex
chr22	2320886	2320888	pmex
chr22	2321712	2321714	pmex
chr22	2405077	2405079	pmex
chr22	2425496	2425498	plat
chr22	2429576	2429578	plat
chr22	2429578	2429580	plat
chr22	2437450	2437452	pmex
chr22	2453698	2453700	plat
chr22	2460111	2460113	pmex
chr22	2496876	2496878	plat
chr22	2525830	2525832	pmex
chr22	2618038	2618040	plat
chr22	2666848	2666850	pmex
chr22	2751362	2751364	pmex
chr22	2761709	2761711	pmex
chr22	2872487	2872489	pmex
chr22	2901744	2901746	pmex
chr22	2931778	2931780	pmex
chr22	2951021	2951023	pmex
chr22	2975748	2975750	pmex
chr22	2999530	2999532	pmex
chr22	3014464	3014466	plat
chr22	3041409	3041411	pmex
chr22	3049291	3049293	pmex
chr22	3086208	3086210	pmex
chr22	3215887	3215889	plat
chr22	3245965	3245967	pmex
chr22	3245978	3245980	pmex
chr22	3246187	3246189	plat
chr22	3760418	3760420	pmex
chr22	3806395	3806397	plat
chr22	3806398	3806400	plat
chr22	3937320	3937322	pmex
chr22	3970426	3970428	pmex
chr22	3970439	3970441	pmex
chr22	4021244	4021246	pmex
chr22	4028165	4028167	pmex
chr22	4103695	4103697	pmex
chr22	4150233	4150235	pmex
chr22	4160905	4160907	plat
chr22	4221851	4221853	pmex
chr22	4230548	4230550	pmex
chr22	4297206	4297208	plat
chr22	4308355	4308357	pmex
chr22	4309708	4309710	pmex
chr22	4309717	4309719	pmex
chr22	4316828	4316830	pmex
chr22	4316835	4316837	pmex
chr22	4329756	4329758	plat
chr22	4342993	4342995	pmex
chr22	4423276	4423278	pmex
chr22	4453147	4453149	pmex
chr22	4577231	4577233	pmex
chr22	4599747	4599749	pmex
chr22	4626925	4626927	plat
chr22	4671934	4671936	pmex
chr22	4672210	4672212	plat
chr22	4797058	4797060	plat
chr22	4823613	4823615	plat
chr22	4823631	4823633	plat
chr22	4855259	4855261	mix
chr22	4917851	4917853	plat
chr22	5000389	5000391	pmex
chr22	5006846	5006848	plat
chr22	5006853	5006855	plat
chr22	5029075	5029077	pmex
chr22	5051839	5051841	pmex
chr22	5059104	5059106	pmex
chr22	5104605	5104607	plat
chr22	5105242	5105244	pmex
chr22	5141034	5141036	pmex
chr22	5156587	5156589	pmex
chr22	5160920	5160922	pmex
chr22	5172845	5172847	pmex
chr22	5185605	5185607	pmex
chr22	5192865	5192867	pmex
chr22	5194452	5194454	plat
chr22	5301115	5301117	pmex
chr22	5328448	5328450	pmex
chr22	5444674	5444676	plat
chr22	5498126	5498128	pmex
chr22	5551058	5551060	pmex
chr22	5669513	5669515	pmex
chr22	5688806	5688808	pmex
chr22	5720391	5720393	plat
chr22	5720395	5720397	plat
chr22	5749679	5749681	plat
chr22	5770889	5770891	plat
chr22	5788492	5788494	pmex
chr22	5835433	5835435	plat
chr22	5840003	5840005	mix
chr22	5964985	5964987	pmex
chr22	5968409	5968411	pmex
chr22	5977507	5977509	pmex
chr22	5990776	5990778	plat
chr22	5990789	5990791	plat
chr22	6020023	6020025	pmex
chr22	6020027	6020029	pmex
chr22	6024735	6024737	plat
chr22	6024736	6024738	plat
chr22	6044822	6044824	pmex
chr22	6130481	6130483	plat
chr22	6163196	6163198	plat
chr22	6282071	6282073	plat
chr22	6508496	6508498	pmex
chr22	6516374	6516376	plat
chr22	6543912	6543914	pmex
chr22	6589437	6589439	pmex
chr22	6601210	6601212	plat
chr22	6601234	6601236	plat
chr22	6601237	6601239	plat
chr22	6719015	6719017	pmex
chr22	6788978	6788980	pmex
chr22	6811493	6811495	plat
chr22	6819568	6819570	pmex
chr22	6856141	6856143	pmex
chr22	6881727	6881729	pmex
chr22	6886624	6886626	plat
chr22	6904353	6904355	pmex
chr22	7032566	7032568	plat
chr22	7044160	7044162	pmex
chr22	7049130	7049132	pmex
chr22	7109819	7109821	pmex
chr22	7113436	7113438	pmex
chr22	7191298	7191300	pmex
chr22	7195398	7195400	mix
chr22	7255296	7255298	plat
chr22	7255304	7255306	plat
chr22	7352066	7352068	pmex
chr22	7352070	7352072	pmex
chr22	7400033	7400035	plat
chr22	7526442	7526444	pmex
chr22	7559963	7559965	pmex
chr22	7565328	7565330	pmex
chr22	7567710	7567712	plat
chr22	7570448	7570450	plat
chr22	7624014	7624016	pmex
chr22	7689776	7689778	pmex
chr22	7706243	7706245	plat
chr22	7706244	7706246	plat
chr22	7706832	7706834	pmex
chr22	7770455	7770457	plat
chr22	7822900	7822902	plat
chr22	7822901	7822903	plat
chr22	7840174	7840176	pmex
chr22	7841369	7841371	plat
chr22	7852467	7852469	pmex
chr22	7899507	7899509	plat
chr22	8007253	8007255	plat
chr22	8144910	8151060	pmex
chr22	8235594	8235596	plat
chr22	8359181	8359183	mix
chr22	8361495	8361497	pmex
chr22	8374723	8374725	pmex
chr22	8404912	8404914	plat
chr22	8436226	8436228	pmex
chr22	8436229	8436231	pmex
chr22	8458002	8458004	pmex
chr22	8466052	8466054	plat
chr22	8485325	8485327	pmex
chr22	8590494	8590496	pmex
chr22	8603805	8603807	plat
chr22	8612929	8612931	pmex
chr22	8649909	8649911	pmex
chr22	8744929	8744931	plat
chr22	8778169	8778171	pmex
chr22	8788988	8788990	plat
chr22	8824436	8824438	plat
chr22	8827590	8827592	pmex
chr22	9173010	9173012	pmex
chr22	9247964	9247966	plat
chr22	9249585	9249587	pmex
chr22	9330254	9330256	pmex
chr22	9363485	9363487	pmex
chr22	9425340	9425342	plat
chr22	9546561	9546563	pmex
chr22	9633135	9633137	plat
chr22	9672856	9672858	pmex
chr22	9699094	9699096	pmex
chr22	9706302	9706304	pmex
chr22	9722723	9723993	pmex
chr22	9817107	9817109	pmex
chr22	9817378	9817380	pmex
chr22	9826474	9826485	mix
chr22	9826602	9826604	pmex
chr22	9836449	9836451	plat
chr22	9850937	9850939	plat
chr22	9905346	9905348	pmex
chr22	9925942	9925944	plat
chr22	9985631	9985633	pmex
chr22	10035340	10035342	pmex
chr22	10038316	10038318	pmex
chr22	10039508	10039510	plat
chr22	10064026	10064028	pmex
chr22	10066081	10066092	plat
chr22	10074551	10074553	pmex
chr22	10121499	10121501	pmex
chr22	10218664	10218666	plat
chr22	10474828	10474830	pmex
chr22	10516224	10516226	plat
chr22	10564923	10564925	pmex
chr22	10572088	10572090	pmex
chr22	10608088	10608090	pmex
chr22	10610602	10610604	plat
chr22	10655343	10655345	pmex
chr22	10714771	10714773	pmex
chr22	10849681	10849683	mix
chr22	10883965	10883967	pmex
chr22	10904759	10904761	pmex
chr22	10928947	10928949	pmex
chr22	10989696	10989698	plat
chr22	11052913	11052915	pmex
chr22	11052950	11052952	pmex
chr22	11073066	11073068	pmex
chr22	11098584	11098586	pmex
chr22	11114645	11114647	pmex
chr22	11172569	11172571	plat
chr22	11176119	11176121	plat
chr22	11209465	11209467	pmex
chr22	11434012	11434014	pmex
chr22	11451285	11451287	pmex
chr22	11459652	11459654	plat
chr22	11461763	11461765	pmex
chr22	11643084	11643086	pmex
chr22	11643813	11643815	plat
chr22	11647282	11647284	pmex
chr22	11758154	11816757	plat
chr22	11891472	11891474	plat
