chr	start	end	group
chr9	291973	291975	pmex
chr9	399432	399434	mix
chr9	402135	402137	plat
chr9	462171	462173	pmex
chr9	463200	463202	plat
chr9	524487	524489	pmex
chr9	524491	524493	pmex
chr9	565733	565735	pmex
chr9	656031	656033	plat
chr9	689747	689749	plat
chr9	715457	715459	pmex
chr9	715462	715464	pmex
chr9	737753	737755	pmex
chr9	738000	738002	pmex
chr9	786003	786005	plat
chr9	813850	813852	plat
chr9	815736	815738	mix
chr9	871591	871593	plat
chr9	873408	873410	plat
chr9	919147	919149	pmex
chr9	965138	965140	plat
chr9	969104	969106	pmex
chr9	1001978	1001980	pmex
chr9	1007015	1007017	plat
chr9	1011882	1011884	pmex
chr9	1011884	1011886	pmex
chr9	1015059	1015061	plat
chr9	1018331	1018333	plat
chr9	1026999	1027001	pmex
chr9	1114246	1114248	plat
chr9	1217578	1217580	pmex
chr9	1255385	1255387	plat
chr9	1262588	1262590	plat
chr9	1265844	1265846	pmex
chr9	1287405	1287407	plat
chr9	1287411	1287413	plat
chr9	1341634	1341636	plat
chr9	1341636	1341638	plat
chr9	1517959	1517961	plat
chr9	1555443	1555445	plat
chr9	1555597	1555599	plat
chr9	1555603	1555605	plat
chr9	1567479	1567481	plat
chr9	1605706	1605708	plat
chr9	1629929	1629931	pmex
chr9	1667932	1667934	plat
chr9	1680482	1680484	mix
chr9	1784520	1784522	pmex
chr9	1842226	1842228	plat
chr9	1842452	1842454	pmex
chr9	1853438	1853440	pmex
chr9	1854433	1854435	pmex
chr9	1873082	1873084	pmex
chr9	1874935	1874937	plat
chr9	1876842	1876844	pmex
chr9	1879889	1879891	plat
chr9	1916591	1916593	plat
chr9	1936310	1936312	plat
chr9	1938218	1938220	pmex
chr9	1988275	1988277	plat
chr9	2054712	2054714	pmex
chr9	2060187	2060189	plat
chr9	2119337	2119339	pmex
chr9	2271378	2271380	pmex
chr9	2279154	2279156	pmex
chr9	2390847	2390849	pmex
chr9	2399337	2399339	plat
chr9	2420458	2420460	mix
chr9	2426349	2426351	pmex
chr9	2461188	2461190	plat
chr9	2508787	2508789	pmex
chr9	2508788	2508790	pmex
chr9	2533914	2533916	pmex
chr9	2564543	2564545	plat
chr9	2602439	2602441	pmex
chr9	2602445	2602447	pmex
chr9	2612545	2612547	plat
chr9	2675524	2675526	pmex
chr9	2727091	2727093	pmex
chr9	2746490	2746492	plat
chr9	2902367	2902369	pmex
chr9	2910542	2910544	plat
chr9	2928581	2928583	plat
chr9	3036010	3036012	pmex
chr9	3043206	3043208	plat
chr9	3089585	3089587	pmex
chr9	3157518	3157520	pmex
chr9	3164108	3164110	mix
chr9	3247327	3247329	pmex
chr9	3247336	3247338	pmex
chr9	3299689	3299691	plat
chr9	3313407	3313409	pmex
chr9	3323993	3323995	pmex
chr9	3348986	3348988	plat
chr9	3401357	3401359	pmex
chr9	3408358	3408360	plat
chr9	3537157	3537159	plat
chr9	3560230	3560232	plat
chr9	3601777	3601779	pmex
chr9	3704982	3704984	plat
chr9	3724927	3724929	plat
chr9	3751662	3751664	plat
chr9	3762654	3762656	pmex
chr9	3762655	3762657	pmex
chr9	3776314	3776316	plat
chr9	3785206	3785208	plat
chr9	3818796	3818798	mix
chr9	3821914	3821916	plat
chr9	3833742	3833744	plat
chr9	3833752	3833754	plat
chr9	3836398	3836400	pmex
chr9	3871508	3871510	plat
chr9	3883087	3883089	pmex
chr9	3954208	3954210	pmex
chr9	3970504	3970506	pmex
chr9	3977510	3977512	plat
chr9	4013344	4013346	pmex
chr9	4015169	4015171	pmex
chr9	4017851	4017853	pmex
chr9	4067338	4067340	plat
chr9	4095838	4095840	plat
chr9	4121926	4156108	pmex
chr9	4169895	4169897	pmex
chr9	4173989	4173991	pmex
chr9	4197998	4198000	pmex
chr9	4230277	4230279	plat
chr9	4261754	4261756	pmex
chr9	4311852	4311854	pmex
chr9	4326610	4326612	pmex
chr9	4331536	4331538	pmex
chr9	4398180	4398182	pmex
chr9	4470857	4470859	pmex
chr9	4472342	4472344	pmex
chr9	4484880	4484882	plat
chr9	4525392	4525394	pmex
chr9	4547283	4547285	pmex
chr9	4563428	4563430	pmex
chr9	4582495	4582497	pmex
chr9	4591999	4592001	pmex
chr9	4593471	4593473	pmex
chr9	4601874	4601876	pmex
chr9	4665101	4665103	pmex
chr9	4754999	4755001	pmex
chr9	4834951	4834953	pmex
chr9	4861416	4861418	pmex
chr9	4861419	4861421	pmex
chr9	4872697	4872699	pmex
chr9	4969431	4969433	plat
chr9	4974339	4974341	pmex
chr9	4981472	4981474	pmex
chr9	4984097	4984099	pmex
chr9	5011310	5011312	pmex
chr9	5114784	5114786	pmex
chr9	5118238	5118240	pmex
chr9	5161547	5161549	pmex
chr9	5184574	5184576	pmex
chr9	5290768	5290770	plat
chr9	5290944	5290946	plat
chr9	5294128	5294130	plat
chr9	5301418	5301420	plat
chr9	5342255	5342257	pmex
chr9	5354291	5354293	plat
chr9	5374370	5374372	pmex
chr9	5408978	5408980	pmex
chr9	5442532	5442534	pmex
chr9	5444156	5444158	pmex
chr9	5525210	5525212	pmex
chr9	5535488	5535490	pmex
chr9	5643304	5643306	pmex
chr9	5655986	5655988	pmex
chr9	5667585	5667587	pmex
chr9	5667602	5667604	pmex
chr9	5676212	5676214	mix
