chr	start	end	group
chr19	211952	211954	plat
chr19	380078	380080	plat
chr19	1063458	1063460	plat
chr19	1063459	1063461	plat
chr19	2409725	2409727	plat
chr19	4052842	4052844	pmex
chr19	4082586	4082588	pmex
chr19	4082596	4082598	pmex
chr19	4233293	4233295	plat
chr19	4678557	4678559	pmex
chr19	4678560	4678562	pmex
chr19	5826335	5826337	plat
chr19	5970331	5970333	plat
chr19	6069420	6069422	pmex
chr19	6281519	6281521	plat
chr19	7579937	7579939	pmex
chr19	7579959	7579961	pmex
chr19	7583472	7583474	pmex
chr19	8429808	8429810	pmex
chr19	10415760	10415762	plat
chr19	11237951	11237953	plat
chr19	12460952	12460954	plat
chr19	12539624	12539626	plat
chr19	12828347	12828349	plat
chr19	13172115	13172117	plat
chr19	13789493	13789495	plat
chr19	15249351	15249353	plat
chr19	15767441	15767443	pmex
chr19	18199800	18199802	plat
chr19	19211176	19211178	plat
chr19	19655293	19655295	plat
chr19	20279077	20279079	plat
chr19	20703296	20703298	plat
chr19	20842978	20842980	pmex
chr19	21824718	21824720	pmex
chr19	22905775	22905777	pmex
chr19	23867184	24115317	plat
chr19	24149175	24204192	plat
chr19	24220600	24220602	mix
chr19	24225097	24410152	plat
chr19	24410805	24410807	plat
chr19	24593577	24663529	plat
chr19	24667478	24667480	mix
chr19	24701244	24896489	plat
chr19	24916225	25890431	plat
chr19	25890915	25890917	plat
chr19	25890975	26213173	plat
chr19	26225564	26225566	plat
chr19	26225606	26225721	plat
