chr	start	end	group
chr5	21243	21245	pmex
chr5	149330	149332	pmex
chr5	197386	197388	plat
chr5	202772	202774	plat
chr5	203838	203840	pmex
chr5	204437	204439	pmex
chr5	353597	353599	pmex
chr5	449087	449089	pmex
chr5	449093	449095	pmex
chr5	485879	485881	pmex
chr5	595239	595241	pmex
chr5	608298	608300	mix
chr5	765781	765783	pmex
chr5	933390	993599	pmex
chr5	1304515	1304517	mix
chr5	1335007	1335009	plat
chr5	1335010	1335012	plat
chr5	1367661	1367663	pmex
chr5	1453056	1453058	plat
chr5	1460435	1460437	plat
chr5	1472017	1472019	pmex
chr5	1481400	1481402	pmex
chr5	1481712	1481714	pmex
chr5	1509524	1509526	pmex
chr5	1519885	1519887	plat
chr5	1586164	1586166	pmex
chr5	1588897	1588899	plat
chr5	1588907	1588909	plat
chr5	1591169	1591171	pmex
chr5	1600506	1600508	pmex
chr5	1620628	1620630	pmex
chr5	1630452	1630454	pmex
chr5	1641350	1641352	pmex
chr5	1751959	1751961	pmex
chr5	1751964	1751966	pmex
chr5	1761842	1761844	plat
chr5	1761847	1761849	plat
chr5	1764672	1764674	pmex
chr5	1800528	1800530	plat
chr5	1878834	1878836	pmex
chr5	1931063	1931065	plat
chr5	1939019	1939021	plat
chr5	1988636	1988638	pmex
chr5	2000532	2000534	pmex
chr5	2008885	2008887	plat
chr5	2059087	2059089	pmex
chr5	2059088	2059090	pmex
chr5	2116630	2116632	plat
chr5	2136701	2136703	plat
chr5	2151698	2151700	pmex
chr5	2155333	2155335	plat
chr5	2156298	2156300	plat
chr5	2190894	2190896	pmex
chr5	2190897	2190899	pmex
chr5	2204221	2204223	pmex
chr5	2212167	2212169	plat
chr5	2250661	2250663	pmex
chr5	2254219	2254221	plat
chr5	2288160	2288162	pmex
chr5	2301028	2301030	mix
chr5	2301040	2301042	mix
chr5	2363040	2363042	pmex
chr5	2396192	2396194	pmex
chr5	2405675	2405677	pmex
chr5	2413167	2413169	plat
chr5	2417201	2417203	plat
chr5	2420126	2420128	pmex
chr5	2476368	2476370	plat
chr5	2483519	2483521	plat
chr5	2515654	2515656	pmex
chr5	2532540	2532542	pmex
chr5	2626754	2626756	plat
chr5	2706302	2706304	pmex
chr5	2706984	2706986	plat
chr5	2724467	2724469	pmex
chr5	2765298	2765300	pmex
chr5	2771994	2771996	pmex
chr5	2777947	2777949	plat
chr5	2777949	2777951	plat
chr5	2816865	2816867	pmex
chr5	2816939	2816941	pmex
chr5	2848410	2848412	plat
chr5	2906129	2906131	plat
chr5	2956555	2956557	plat
chr5	2995894	2995896	pmex
chr5	3050273	3050275	pmex
chr5	3061225	3061227	pmex
chr5	3061233	3061235	pmex
chr5	3097873	3097875	plat
chr5	3295932	3295934	pmex
chr5	3295933	3295935	pmex
chr5	3314326	3314328	pmex
chr5	3314333	3314335	pmex
chr5	3341017	3341019	plat
chr5	3389469	3389471	plat
chr5	3415692	3415694	pmex
chr5	3426455	3426457	plat
chr5	3465379	3465381	plat
chr5	3475048	3475050	pmex
chr5	3480831	3480833	plat
chr5	3483855	3483857	plat
chr5	3497480	3497482	pmex
chr5	3505437	3505439	pmex
chr5	3510993	3510995	pmex
chr5	3510996	3510998	pmex
chr5	3518752	3518754	pmex
chr5	3523095	3523097	pmex
chr5	3538644	3538646	plat
chr5	3538645	3538647	plat
chr5	3593000	3593002	plat
chr5	3623711	3623713	plat
chr5	3771410	3771412	mix
chr5	3781555	3781557	pmex
chr5	3782417	3782419	pmex
chr5	3853048	3853050	plat
chr5	3883050	3883052	pmex
chr5	3886295	3886297	pmex
chr5	3901050	3901052	plat
chr5	3913094	3913096	plat
chr5	3928893	3928895	pmex
chr5	3977245	3977247	plat
chr5	3999744	3999746	pmex
chr5	4023119	4023121	pmex
chr5	4069877	4069879	pmex
chr5	4074169	4074171	plat
chr5	4096662	4096664	plat
chr5	4108594	4108596	pmex
chr5	4111171	4111173	pmex
chr5	4134088	4134090	plat
chr5	4149754	4149756	pmex
chr5	4208897	4208899	pmex
chr5	4212063	4212065	pmex
chr5	4286452	4286454	plat
chr5	4304496	4304498	plat
chr5	4359225	4359227	pmex
chr5	4379726	4379735	pmex
chr5	4403926	4403928	pmex
chr5	4517325	4517327	pmex
chr5	4552858	4552860	pmex
chr5	4552863	4552865	pmex
chr5	4580985	4580987	pmex
chr5	4580988	4580990	pmex
chr5	4687299	4687301	plat
chr5	4760270	4760272	plat
chr5	4770769	4770771	pmex
chr5	4847869	4847871	plat
chr5	4928646	4928648	pmex
chr5	4946267	4946269	pmex
chr5	4951763	4951765	pmex
chr5	4992074	4992076	pmex
chr5	5160824	5160826	pmex
chr5	5256922	5256924	pmex
chr5	5263778	5263780	pmex
chr5	5429765	5429767	pmex
chr5	5429769	5429771	pmex
chr5	5449700	5449702	pmex
chr5	5464436	5464438	pmex
chr5	5525024	5525026	pmex
chr5	5525035	5525037	pmex
chr5	5663031	5663033	plat
chr5	5675814	5675816	pmex
chr5	5679032	5679034	pmex
chr5	5681748	5681750	mix
chr5	5771248	5771250	pmex
chr5	5771261	5771263	pmex
chr5	5862556	5862558	pmex
chr5	5888768	5888770	pmex
chr5	5902713	5902715	pmex
chr5	5906111	5906113	plat
chr5	6007932	6007934	plat
chr5	6103534	6103536	pmex
chr5	6524967	6524969	plat
chr5	6603656	6603658	pmex
chr5	6624574	6624576	pmex
chr5	6659303	6659305	pmex
chr5	6659306	6659308	pmex
chr5	6673770	6673772	plat
chr5	6685000	6685002	plat
chr5	6688616	6688618	pmex
chr5	6688617	6688619	pmex
chr5	6835138	6835140	pmex
chr5	6835139	6835141	pmex
chr5	6845874	6845876	pmex
chr5	6892012	6892014	pmex
chr5	6917579	6917581	pmex
chr5	6933740	6933742	pmex
chr5	6943551	6943553	pmex
chr5	6943552	6943554	pmex
chr5	6970940	6970942	pmex
chr5	7017911	7017913	plat
chr5	7033759	7033761	plat
chr5	7033762	7033764	plat
chr5	7115915	7115917	pmex
chr5	7118745	7118747	plat
chr5	7169540	7169542	pmex
chr5	7169541	7169543	pmex
chr5	7179767	7179769	pmex
chr5	7536760	7536762	pmex
chr5	7615187	7615189	pmex
chr5	7772192	7772194	pmex
chr5	7797750	7797752	mix
chr5	8033011	8033013	pmex
chr5	8190540	8190542	pmex
chr5	8351450	8351452	pmex
chr5	8365348	8365350	pmex
chr5	8399763	8399765	pmex
chr5	8399766	8399768	pmex
chr5	8411408	8411410	plat
chr5	8460736	8460738	pmex
chr5	8501269	8501271	pmex
chr5	8548263	8548265	pmex
chr5	8626255	8626257	plat
chr5	8626694	8626696	plat
chr5	8685490	8685492	pmex
chr5	8726427	8726429	pmex
chr5	8790471	8790473	plat
chr5	8989162	8989164	plat
chr5	9060583	9060585	pmex
chr5	9091507	9091509	plat
