chr	start	end	group
chr14	481441	481443	plat
chr14	697359	697565	pmex
chr14	1091144	1091146	mix
chr14	1099611	1099613	plat
chr14	1119097	1119099	pmex
chr14	1119101	1119103	pmex
chr14	1127670	1127672	pmex
chr14	1129560	1129562	pmex
chr14	1130280	1130282	pmex
chr14	1507549	1507551	plat
chr14	1507780	1507782	mix
chr14	1515326	1515328	plat
chr14	1540550	1540552	pmex
chr14	1541832	1541834	pmex
chr14	1545955	1545957	pmex
chr14	1545972	1545974	pmex
chr14	1547282	1563620	pmex
chr14	1563728	1563730	mix
chr14	1563755	1563757	pmex
chr14	1593921	1593923	pmex
chr14	1612844	1612846	plat
chr14	1632691	1632693	mix
chr14	1652089	1666685	plat
chr14	1683784	1683786	plat
chr14	1706429	1706431	pmex
chr14	1708120	1708122	pmex
chr14	1708135	1708137	pmex
chr14	1710229	1710231	pmex
chr14	1724761	1724763	plat
chr14	1725650	1725652	mix
chr14	1735146	1735148	pmex
chr14	1735160	1735162	pmex
chr14	1736411	1736413	pmex
chr14	1737403	1737405	pmex
chr14	1738509	1738511	pmex
chr14	1739956	1739958	pmex
chr14	1742244	1742246	pmex
chr14	1742253	1742255	pmex
chr14	1749259	1749261	pmex
chr14	1752306	1752308	pmex
chr14	1789371	1789373	pmex
chr14	1790539	1793186	pmex
chr14	1800194	1800196	pmex
chr14	1810961	1810963	mix
chr14	1826145	1826985	mix
chr14	1828138	1828140	plat
chr14	2045089	2045091	plat
chr14	2047558	2047560	plat
chr14	2051414	2051416	plat
chr14	2217599	2217601	pmex
chr14	2224142	2224144	pmex
chr14	2228729	2228731	pmex
chr14	2275477	2275479	pmex
chr14	2283664	2283666	plat
chr14	2284028	2284030	pmex
chr14	2286460	2286462	plat
chr14	2297876	2297878	plat
chr14	2305298	2305300	plat
chr14	2307863	2307918	pmex
chr14	2318900	2318902	pmex
chr14	2340233	2340235	plat
chr14	2350976	2350978	plat
chr14	2374837	2374839	plat
chr14	2376564	2376566	plat
chr14	2420551	2420553	plat
chr14	3007137	3007139	mix
chr14	3009224	3009226	plat
chr14	3031846	3031848	plat
chr14	3031848	3031850	plat
chr14	3032272	3032274	plat
chr14	3036310	3036312	plat
chr14	3072487	3072489	pmex
chr14	3090290	3090292	pmex
chr14	3104747	3104749	pmex
chr14	3188902	3188904	pmex
chr14	3195606	3195608	pmex
chr14	3195608	3195610	pmex
chr14	3202390	3202392	plat
chr14	3207252	3207254	mix
chr14	3216906	3216908	pmex
chr14	3238818	3238820	mix
chr14	3240291	3240297	mix
chr14	3877354	3877356	plat
chr14	3937949	3937951	pmex
chr14	3976187	3976189	pmex
chr14	3978740	3978742	pmex
chr14	3981356	3981358	pmex
chr14	3981570	3981572	pmex
chr14	3984000	3984002	pmex
chr14	3984172	3984174	pmex
chr14	3984269	3984271	pmex
chr14	3984281	3984283	pmex
chr14	3984651	3984653	pmex
chr14	3992587	3992589	plat
chr14	3992975	3992977	mix
chr14	3994430	3994432	mix
chr14	3995265	3995349	mix
chr14	3997853	3997855	mix
chr14	3997855	3997857	mix
chr14	4033035	4033037	pmex
chr14	4034675	4034677	pmex
chr14	4042987	4042989	pmex
chr14	4049859	4049861	plat
chr14	4051398	4051400	plat
chr14	4053528	4053530	mix
chr14	4065518	4065520	plat
chr14	4069430	4069432	pmex
chr14	4082671	4082673	pmex
chr14	4100939	4100941	plat
chr14	4130795	4130797	pmex
chr14	4130797	4130799	pmex
chr14	4138981	4138983	pmex
chr14	4188225	4188227	plat
