chr	start	end	group
chr22	2569988	2569990	plat
chr22	4544676	4544678	mix
chr22	4544677	4544679	mix
chr22	5989129	5989131	pmex
chr22	6204083	6204085	pmex
chr22	6204092	6204094	pmex
chr22	6880869	6880871	pmex
chr22	7069938	7069940	pmex
chr22	8353310	8353312	pmex
chr22	8603805	8603807	plat
chr22	9425340	9425342	plat
chr22	10526638	10526640	pmex
chr22	11124015	11124017	pmex
chr22	11977255	11977257	pmex
chr22	12931593	12931595	pmex
chr22	13103519	13103521	plat
chr22	13604051	13604053	pmex
chr22	15879054	15879056	pmex
chr22	17409913	17409915	pmex
chr22	17527784	17527786	plat
chr22	18703639	18703641	plat
chr22	19018606	19018608	plat
chr22	19043612	19043614	plat
chr22	19140472	19140474	pmex
chr22	20571092	20571094	plat
chr22	20593814	20593816	plat
chr22	20799924	20799926	pmex
chr22	21319518	21319520	pmex
chr22	21501283	21501285	pmex
chr22	21855326	21855328	plat
chr22	22110261	22110263	pmex
