chr	start	end	group
chr15	3182715	3182717	pmex
chr15	3486167	3486169	pmex
chr15	4146235	4146237	plat
chr15	5294390	5294392	pmex
chr15	5318350	5318352	pmex
chr15	5749426	5749428	pmex
chr15	6158089	6158091	plat
chr15	6342288	6342290	plat
chr15	6586259	6586261	pmex
chr15	7075284	7075286	pmex
chr15	7616213	7616215	pmex
chr15	8180131	8180133	pmex
chr15	8795979	8795981	pmex
chr15	8997910	8997912	pmex
chr15	10940875	10940877	pmex
chr15	13301639	13301641	plat
chr15	14746004	14746006	plat
chr15	15407435	15407437	pmex
chr15	15856689	15856691	plat
chr15	17273390	17273392	plat
chr15	17744270	17744272	plat
chr15	18218373	18218375	pmex
chr15	18531158	18531160	pmex
chr15	19224964	19224966	pmex
chr15	19571356	19571358	pmex
chr15	19623043	19623045	pmex
chr15	19910546	19910548	pmex
chr15	20804518	20804520	pmex
chr15	21541030	21546671	plat
chr15	21546682	21546684	plat
chr15	21546683	21885154	plat
chr15	22013377	22013379	mix
chr15	22061507	22061509	plat
chr15	22094371	22094373	plat
chr15	22127784	22127786	plat
chr15	22148815	22212774	plat
chr15	22218952	22218954	mix
chr15	22254851	22254853	plat
chr15	22910400	22910402	mix
chr15	23058919	23058921	mix
chr15	23098147	23100013	plat
chr15	23128426	23398270	mix
