chr	start	end	group
chr11	16964	17297	plat
chr11	26206	102101	pmex
chr11	104760	104762	pmex
chr11	104762	104764	pmex
chr11	104825	114127	pmex
chr11	116715	116717	mix
chr11	117923	219558	pmex
chr11	224647	224649	mix
chr11	224689	224691	mix
chr11	225682	228407	pmex
chr11	235378	235380	mix
chr11	235383	235385	mix
chr11	240961	253320	pmex
chr11	253352	253354	pmex
chr11	253705	285830	pmex
chr11	286021	286023	pmex
chr11	288087	288089	pmex
chr11	290226	290228	pmex
chr11	294143	294145	pmex
chr11	294144	294146	pmex
chr11	294166	305573	pmex
chr11	305624	305626	pmex
chr11	306317	329571	pmex
chr11	330042	330044	pmex
chr11	330084	368049	pmex
chr11	371855	371857	pmex
chr11	373353	373355	pmex
chr11	374128	396378	pmex
chr11	399083	399085	mix
chr11	401333	412979	pmex
chr11	418220	418222	mix
chr11	418221	418223	mix
chr11	419524	611407	pmex
chr11	614997	615034	pmex
chr11	616204	624409	pmex
chr11	627623	627625	mix
chr11	632099	647631	pmex
chr11	647895	647897	pmex
chr11	649003	649005	pmex
chr11	650021	650023	mix
chr11	651065	651160	pmex
chr11	651630	651632	pmex
chr11	653303	678395	pmex
chr11	678471	678473	pmex
chr11	682711	684641	pmex
chr11	685049	685051	pmex
chr11	685412	685414	pmex
chr11	685546	685548	mix
chr11	687152	696344	pmex
chr11	700550	700552	pmex
chr11	700656	723668	pmex
chr11	723722	723724	pmex
chr11	723812	732325	pmex
chr11	732390	732392	pmex
chr11	732396	732398	pmex
chr11	733037	742408	pmex
chr11	742928	742930	pmex
chr11	745432	752279	pmex
chr11	754535	754537	pmex
chr11	755235	783589	pmex
chr11	783734	783736	pmex
chr11	785619	806624	pmex
chr11	807412	807414	mix
chr11	807413	807415	mix
chr11	807847	815617	pmex
chr11	818570	818572	mix
chr11	833413	851892	pmex
chr11	853228	853230	pmex
chr11	854975	866153	pmex
chr11	870088	870090	pmex
chr11	870377	897816	pmex
chr11	898460	898462	mix
chr11	898639	943692	pmex
chr11	948565	948567	pmex
chr11	949007	949009	pmex
chr11	949079	949081	pmex
chr11	949552	965951	pmex
chr11	965979	965981	mix
chr11	969405	998657	pmex
chr11	999775	999777	mix
chr11	1002084	1006546	pmex
chr11	1006714	1006716	mix
chr11	1007184	1027693	pmex
chr11	1028846	1028848	pmex
chr11	1029010	1029012	pmex
chr11	1029195	1029197	pmex
chr11	1030815	1030817	mix
chr11	1030826	1030828	pmex
chr11	1032670	1032672	pmex
chr11	1033816	1033818	pmex
chr11	1034538	1034540	pmex
chr11	1035929	1035931	pmex
chr11	1042384	1078127	pmex
chr11	1079382	1079384	pmex
chr11	1088579	1114329	pmex
chr11	1115782	1115784	mix
chr11	1115783	1115785	mix
chr11	1117344	1131637	pmex
chr11	1137761	1137763	pmex
chr11	1140608	1194152	pmex
chr11	1196737	1196739	pmex
chr11	1198304	1255496	pmex
chr11	1258081	1258083	mix
chr11	1261316	1286499	pmex
chr11	1288802	1288804	pmex
chr11	1289524	1321163	pmex
chr11	1321362	1321364	pmex
chr11	1332060	1347550	pmex
chr11	1349575	1349577	pmex
chr11	1349646	1355786	pmex
chr11	1358839	1358841	pmex
chr11	1361021	1383698	pmex
chr11	1384550	1384552	pmex
chr11	1385562	1416648	pmex
chr11	1419085	1419087	pmex
chr11	1419097	1419099	pmex
chr11	1420322	1420324	pmex
chr11	1420394	1420396	pmex
chr11	1420641	1459448	pmex
chr11	1461304	1461306	pmex
chr11	1461307	1461309	pmex
chr11	1462273	1513024	pmex
chr11	1513087	1513089	mix
chr11	1519396	1578802	pmex
chr11	1579664	1579666	mix
chr11	1579870	1652781	pmex
chr11	1656364	1656366	pmex
chr11	1656520	1656522	pmex
chr11	1656628	1693174	pmex
chr11	1693265	1693267	mix
chr11	1696394	1706664	pmex
chr11	1706789	1706791	mix
chr11	1707701	1742725	pmex
chr11	1742766	1742768	mix
chr11	1743549	1781855	pmex
chr11	1781874	1781876	pmex
chr11	1781953	1804779	pmex
chr11	1804794	1804796	pmex
chr11	1806362	1817982	pmex
chr11	1818218	1818220	pmex
chr11	1820451	1839903	pmex
chr11	1839996	1839998	mix
chr11	1845034	1848939	pmex
chr11	1852831	1852833	mix
chr11	1853652	1867666	pmex
chr11	1869773	1869775	mix
chr11	1870069	1870071	pmex
chr11	1871491	1871493	pmex
chr11	1871553	1876566	pmex
chr11	1877610	1877612	mix
chr11	1878468	1883371	pmex
chr11	1883404	1883406	mix
chr11	1884235	2043644	pmex
chr11	2043853	2043855	pmex
chr11	2044859	2110297	pmex
chr11	2110325	2110327	pmex
chr11	2113967	2113969	pmex
chr11	2114447	2114449	pmex
chr11	2122341	2122343	pmex
chr11	2126173	2138349	pmex
chr11	2139693	2139695	pmex
chr11	2139893	2139895	pmex
chr11	2143806	2143808	pmex
chr11	2149370	2149372	pmex
chr11	2149931	2149933	pmex
chr11	2155062	2155064	mix
chr11	2155702	2201018	pmex
chr11	2201911	2201918	pmex
chr11	2205013	2206488	pmex
chr11	2208946	2208948	mix
chr11	2210335	2240426	pmex
chr11	2244721	2244723	pmex
chr11	2252870	2255211	pmex
chr11	2255230	2255232	pmex
chr11	2255254	2264876	pmex
chr11	2265071	2265073	pmex
chr11	2268432	2284239	pmex
chr11	2284518	2284520	pmex
chr11	2286297	2301090	pmex
chr11	2302871	2302873	mix
chr11	2303774	2389976	pmex
chr11	2391811	2391813	pmex
chr11	2395562	2395564	pmex
chr11	2398315	2398317	pmex
chr11	2405593	2407559	pmex
chr11	2410889	2418590	mix
chr11	2419798	2419800	mix
chr11	2420564	2420566	mix
chr11	2420660	2443856	mix
chr11	2446627	2446629	mix
chr11	2446819	2446834	mix
chr11	2448867	2448869	mix
chr11	2449599	2457184	mix
chr11	2457710	2481310	pmex
chr11	2483685	2483687	mix
chr11	2483839	2483841	pmex
chr11	2483883	2483885	pmex
chr11	2485755	2485757	mix
chr11	2485831	2530812	pmex
