chr	start	end	group
chr1	27917	49215	plat
chr1	53570	53572	plat
chr1	55942	82947	plat
chr1	83010	83012	mix
chr1	85155	151501	plat
chr1	179670	179672	mix
chr1	180174	180348	plat
chr1	183193	183195	mix
chr1	183246	232322	plat
chr1	233316	233318	plat
chr1	233578	248515	plat
chr1	248801	248803	mix
chr1	253986	278086	plat
chr1	278177	278179	mix
chr1	281638	293261	plat
chr1	322282	322296	mix
chr1	327856	405752	plat
chr1	407828	407830	mix
chr1	408286	456582	plat
chr1	458609	458611	mix
chr1	458624	458626	mix
chr1	466768	549400	plat
chr1	549650	549652	mix
chr1	550092	895763	plat
chr1	895847	895849	plat
chr1	895912	942887	plat
chr1	943157	943159	plat
chr1	947725	965473	plat
chr1	968213	968215	pmex
chr1	968217	968219	pmex
chr1	979369	984334	plat
chr1	985033	985035	plat
chr1	985573	1041804	plat
chr1	1042033	1042035	mix
chr1	1048762	1049572	plat
chr1	1049598	1049600	mix
chr1	1050178	1121325	plat
chr1	1127967	1127969	pmex
chr1	1137674	1137676	plat
chr1	1137686	1137688	plat
chr1	1137770	1137772	pmex
chr1	1152898	1279296	plat
chr1	1279561	1279563	plat
chr1	1279567	1292531	plat
chr1	1292573	1292577	mix
chr1	1298798	1335096	plat
chr1	1336603	1336605	plat
chr1	1337968	1337970	mix
chr1	1338668	1338756	plat
chr1	1339455	1339457	plat
chr1	1341092	1341094	plat
chr1	1344348	1344350	plat
chr1	1346197	1346199	plat
chr1	1347974	1347976	plat
chr1	1351789	1368362	plat
chr1	1369640	1369647	mix
chr1	1369707	1369732	plat
chr1	1375367	1375369	plat
chr1	1375368	1375370	plat
chr1	1386517	1386519	plat
chr1	1485510	1485512	pmex
chr1	1534972	1535225	plat
chr1	1574029	1574031	plat
chr1	1620616	1620618	plat
chr1	1696836	1696838	plat
chr1	1751357	1751359	pmex
chr1	1751363	1751365	pmex
chr1	1761786	1761788	pmex
chr1	1845620	1845622	plat
chr1	1931741	1931743	pmex
chr1	1937330	1937332	pmex
chr1	1980474	1980476	plat
chr1	1984652	1984654	plat
chr1	2023579	2023581	plat
chr1	2078653	2078655	pmex
chr1	2094156	2094158	pmex
chr1	2114676	2114678	pmex
chr1	2265502	2265504	plat
chr1	2319464	2319466	pmex
chr1	2324706	2324903	pmex
chr1	2329670	2329672	pmex
chr1	2438550	2438552	pmex
chr1	2456675	2456677	pmex
chr1	2475614	2475616	pmex
chr1	2475615	2475617	pmex
chr1	2478778	2478780	pmex
chr1	2486757	2486759	pmex
chr1	2494653	2494655	plat
chr1	2589739	2589741	plat
chr1	2594195	2594197	plat
chr1	2594196	2594198	plat
chr1	2629079	2629081	pmex
chr1	2629093	2629095	pmex
chr1	2650645	2650647	pmex
chr1	2672996	2672998	pmex
chr1	2672997	2672999	pmex
chr1	2674715	2674717	pmex
chr1	2680165	2680167	pmex
chr1	2698635	2698637	pmex
chr1	2718079	2718081	pmex
chr1	2741681	2741683	pmex
chr1	2741741	2741743	pmex
chr1	2741866	2741868	plat
chr1	2833265	2833267	plat
chr1	2840079	2840081	plat
chr1	2840083	2840085	plat
chr1	2857704	2857706	plat
chr1	2857712	2857714	plat
chr1	2904278	2904280	pmex
chr1	2907711	2907713	pmex
chr1	2907772	2907774	mix
chr1	2944082	2944084	plat
chr1	2965934	2965936	pmex
chr1	2969208	2969210	plat
chr1	2991192	2991194	pmex
chr1	3024895	3024897	plat
chr1	3031420	3031422	plat
chr1	3040282	3040284	pmex
chr1	3041019	3041021	pmex
chr1	3060250	3060252	plat
chr1	3074914	3074916	pmex
chr1	3104434	3104436	pmex
chr1	3124591	3124593	plat
chr1	3124606	3124608	plat
chr1	3135024	3135026	plat
chr1	3143827	3143829	pmex
chr1	3164903	3164905	plat
chr1	3181919	3181921	pmex
chr1	3224551	3224553	plat
chr1	3235164	3235166	plat
chr1	3235168	3235170	plat
chr1	3253032	3253034	pmex
chr1	3267609	3267611	plat
chr1	3270354	3270356	plat
chr1	3276092	3276094	pmex
chr1	3279947	3279949	pmex
